Transaction_id,Customer_ID,Product_id,Store_Location,Purchase_Date,Unit_Price,Quantity,Total_Price,Payment_Method,Order_Status
T267523,C1900,P427,STORE_14,05-05-2024,577.38,10,5773.8,Paypal,Completed
T267524,C1201,P890,STORE_22,27-02-2024,312.45,6,1874.7,Cash,Completed
T267531,C63,P388,STORE_35,31-01-2024,326.79,6,1960.74,Debit Card,Cancelled
T267580,C1209,P129,STORE_33,22-04-2024,927.1,5,4635.5,Cash,Cancelled
T267584,C589,P456,STORE_38,12-05-2024,531.3,7,3719.1,Debit Card,Completed
T267585,C1722,P913,STORE_18,28-12-2023,696.15,2,1392.3,Debit Card,Completed
T267590,C751,P708,STORE_17,25-05-2024,879.28,9,7913.52,Credit Card,Cancelled
T267700,C112,P470,STORE_27,05-11-2023,234.76,8,1878.08,Paypal,Completed
T267703,C485,P283,STORE_13,01-02-2024,308.4,9,2775.6,Credit Card,Completed
T267704,C1066,P133,STORE_12,09-06-2024,573.58,3,1720.74,Credit Card,Completed
T267714,C1082,P531,STORE_40,29-10-2023,788.37,5,3941.85,Debit Card,Cancelled
T267786,C831,P861,STORE_37,03-06-2024,763.22,5,3816.1,Debit Card,Cancelled
T267805,C981,P796,STORE_26,11-12-2023,531.3,10,5313,Cash,Completed
T267818,C1154,P4107,STORE_14,20-12-2023,212.96,1,212.96,Debit Card,Cancelled
T267827,C37,P934,STORE_11,18-01-2024,241.69,3,725.07,Credit Card,Completed
T267836,C189,P934,STORE_12,24-10-2023,241.69,5,1208.45,Debit Card,Completed
T267840,C516,P578,STORE_28,27-11-2023,326.79,3,980.37,Credit Card,Completed
T267900,C1515,P24,STORE_39,18-11-2023,945.45,5,4727.25,Paypal,Completed
T267969,C1390,P725,STORE_49,02-07-2024,740.88,4,2963.52,Debit Card,Completed
T268004,C809,P593,STORE_43,13-10-2023,259.96,1,259.96,Debit Card,Cancelled
T268014,C1631,P965,STORE_32,10-01-2024,326.79,8,2614.32,Credit Card,Completed
T268043,C1965,P366,STORE_2,22-10-2023,767.45,5,3837.25,Debit Card,Cancelled
T268074,C1495,P554,STORE_12,29-02-2024,740.88,3,2222.64,Cash,Completed
T268080,C16,P50,STORE_14,12-06-2024,797.5,3,2392.5,Credit Card,Completed
T268102,C214,P536,STORE_2,14-06-2024,531.3,4,2125.2,Credit Card,Completed
T26813,C1701,P81,STORE_11,10-10-2023,326.79,7,2287.53,Credit Card,Cancelled
T268160,C1097,P796,STORE_14,01-01-2024,531.3,2,1062.6,Paypal,Cancelled
T268198,C1828,P393,STORE_42,27-12-2023,207.78,2,415.56,Debit Card,Completed
T268267,C589,P843,STORE_13,09-01-2024,207.78,7,1454.46,Paypal,Completed
T268273,C1745,P977,STORE_3,02-10-2023,234.76,7,1643.32,Credit Card,Completed
T268304,C174,P523,STORE_28,20-10-2023,759.65,7,5317.55,Cash,Cancelled
T268399,C1275,P283,STORE_15,02-01-2024,308.4,8,2467.2,Paypal,Completed
T268422,C1380,P431,STORE_28,31-07-2024,234.76,6,1408.56,Cash,Completed
T268436,C721,P248,STORE_16,12-05-2024,429.94,5,2149.7,Credit Card,Completed
T268470,C1603,P769,STORE_47,31-05-2024,429.94,1,429.94,Debit Card,Completed
T268543,C774,P799,STORE_36,17-01-2024,621.67,7,4351.69,Credit Card,Completed
T26857,C1614,P1875,STORE_24,26-04-2024,523.11,3,1569.33,Debit Card,Completed
T268580,C731,P1942,STORE_2,15-03-2024,434.78,2,869.56,Debit Card,Completed
T268644,C231,P495,STORE_46,18-04-2024,429.33,7,3005.31,Credit Card,Completed
T268665,C1538,P893,STORE_1,14-07-2024,696.15,2,1392.3,Credit Card,Cancelled
T268669,C1872,P224,STORE_33,16-07-2024,368.44,5,1842.2,Debit Card,Completed
T268677,C1363,P702,STORE_10,08-09-2024,763.22,10,7632.2,Debit Card,Completed
T268682,C1752,P932,STORE_19,27-09-2023,759.65,9,6836.85,Debit Card,Completed
T268738,C918,P593,STORE_8,30-03-2024,259.96,7,1819.72,Cash,Completed
T268755,C984,P36,STORE_11,21-05-2024,141.57,5,707.85,Debit Card,Cancelled
T268761,C1238,P52,STORE_31,01-07-2024,452.15,9,4069.35,Paypal,Cancelled
T268798,C397,P896,STORE_42,24-04-2024,927.1,10,9271,Credit Card,Completed
T268846,C15,P880,STORE_7,01-08-2024,241.69,2,483.38,Paypal,Completed
T268866,C1465,P496,STORE_28,15-05-2024,34.34,6,206.04,Debit Card,Completed
T268898,C1795,P634,STORE_4,05-06-2024,290.75,7,2035.25,Debit Card,Cancelled
T268914,C1697,P629,STORE_3,14-07-2024,58.86,5,294.3,Paypal,Completed
T268966,C835,P425,STORE_4,09-12-2023,113.77,1,113.77,Debit Card,Completed
T268989,C1063,P4107,STORE_37,26-11-2023,212.96,7,1490.72,Credit Card,Completed
T269006,C542,P335,STORE_32,13-05-2024,487.24,4,1948.96,Paypal,Cancelled
T269017,C758,P531,STORE_29,26-05-2024,788.37,10,7883.7,Debit Card,Completed
T269074,C1696,P346,STORE_19,31-10-2023,160.33,7,1122.31,Cash,Cancelled
T269086,C598,P52,STORE_24,04-12-2023,452.15,2,904.3,Cash,Completed
T269129,C621,P619,STORE_9,31-12-2023,58.86,10,588.6,Debit Card,Completed
T269170,C1648,P335,STORE_38,02-04-2024,487.24,3,1461.72,Paypal,Completed
T269185,C253,P805,STORE_24,24-05-2024,207.78,2,415.56,Credit Card,Completed
T269216,C318,P212,STORE_38,29-08-2024,452.15,7,3165.05,Credit Card,Completed
T269249,C438,P7130,STORE_10,29-06-2024,657.95,8,5263.6,Credit Card,Cancelled
T26925,C379,P263,STORE_35,05-11-2023,429.94,1,429.94,Debit Card,Completed
T26928,C487,P254,STORE_8,06-03-2024,759.65,3,2278.95,Cash,Completed
T269289,C628,P932,STORE_46,09-04-2024,759.65,8,6077.2,Paypal,Completed
T269303,C1756,P432,STORE_16,30-08-2024,879.28,2,1758.56,Cash,Cancelled
T269329,C895,P875,STORE_27,31-01-2024,573.58,9,5162.22,Debit Card,Completed
T269343,C668,P864,STORE_1,05-05-2024,615.07,4,2460.28,Cash,Completed
T26939,C168,P965,STORE_32,24-11-2023,326.79,4,1307.16,Paypal,Cancelled
T269398,C242,P1531,STORE_33,27-12-2023,39.49,5,197.45,Cash,Completed
T269501,C1519,P513,STORE_14,02-09-2024,507.17,7,3550.19,Credit Card,Completed
T269509,C628,P127,STORE_31,22-04-2024,763.22,1,763.22,Debit Card,Completed
T269516,C867,P896,STORE_48,28-08-2024,927.1,8,7416.8,Debit Card,Cancelled
T26953,C844,P283,STORE_2,17-09-2024,308.4,10,3084,Paypal,Completed
T269535,C574,P180,STORE_18,22-06-2024,452.15,1,452.15,Credit Card,Cancelled
T269539,C578,P517,STORE_43,10-05-2024,452.15,9,4069.35,Paypal,Cancelled
T269621,C1781,P102,STORE_4,25-09-2023,504.81,7,3533.67,Credit Card,Completed
T269770,C1222,P719,STORE_5,13-02-2024,487.24,8,3897.92,Paypal,Completed
T269804,C489,P57,STORE_12,08-08-2024,98.82,6,592.92,Paypal,Cancelled
T269814,C1520,P937,STORE_50,19-03-2024,507.17,8,4057.36,Credit Card,Completed
T269823,C1752,P896,STORE_29,21-07-2024,927.1,6,5562.6,Paypal,Completed
T269824,C1853,P431,STORE_47,15-11-2023,234.76,10,2347.6,Debit Card,Completed
T269844,C170,P472,STORE_7,14-08-2024,113.77,10,1137.7,Paypal,Completed
T269895,C206,P2,STORE_8,02-11-2023,207.78,8,1662.24,Credit Card,Completed
T269897,C1360,P626,STORE_34,30-04-2024,838.82,4,3355.28,Debit Card,Completed
T26992,C1907,P523,STORE_31,14-12-2023,759.65,9,6836.85,Debit Card,Completed
T269983,C878,P932,STORE_28,29-01-2024,759.65,7,5317.55,Credit Card,Completed
T270012,C548,P517,STORE_28,17-06-2024,452.15,1,452.15,Debit Card,Completed
T270053,C699,P425,STORE_33,28-06-2024,113.77,8,910.16,Cash,Cancelled
T270054,C656,P113,STORE_45,30-09-2023,879.28,3,2637.84,Paypal,Cancelled
T270058,C1465,P916,STORE_25,29-05-2024,531.3,4,2125.2,Cash,Completed
T270069,C1527,P569,STORE_29,08-11-2023,673.73,3,2021.19,Cash,Completed
T270077,C114,P715,STORE_27,21-03-2024,207.78,6,1246.68,Paypal,Cancelled
T270109,C425,P419,STORE_27,25-06-2024,113.77,5,568.85,Cash,Completed
T270162,C199,P1977,STORE_31,25-07-2024,529.42,7,3705.94,Credit Card,Completed
T270167,C689,P393,STORE_49,24-06-2024,207.78,6,1246.68,Paypal,Completed
T270181,C376,P491,STORE_26,04-12-2023,507.17,6,3043.02,Credit Card,Cancelled
T270238,C1704,P283,STORE_35,18-05-2024,308.4,8,2467.2,Debit Card,Completed
T270261,C42,P470,STORE_19,07-06-2024,234.76,4,939.04,Debit Card,Cancelled
T270285,C1113,P805,STORE_15,28-10-2023,207.78,3,623.34,Debit Card,Cancelled
T270305,C1507,P755,STORE_29,28-05-2024,70.81,9,637.29,Credit Card,Completed
T270306,C239,P366,STORE_34,26-03-2024,767.45,5,3837.25,Paypal,Completed
T270315,C428,P723,STORE_2,22-04-2024,241.69,2,483.38,Debit Card,Cancelled
T270336,C1930,P3,STORE_17,27-02-2024,529.42,7,3705.94,Credit Card,Completed
T270393,C669,P714,STORE_47,13-09-2024,759.65,3,2278.95,Paypal,Completed
T270397,C1254,P982,STORE_43,24-06-2024,507.17,2,1014.34,Credit Card,Cancelled
T270403,C1286,P880,STORE_7,28-07-2024,241.69,6,1450.14,Paypal,Completed
T270412,C1315,P653,STORE_46,18-02-2024,927.1,5,4635.5,Credit Card,Completed
T270435,C184,P513,STORE_21,02-01-2024,507.17,5,2535.85,Cash,Completed
T270478,C1652,P902,STORE_31,16-05-2024,402.2,2,804.4,Credit Card,Cancelled
T270519,C1300,P640,STORE_2,08-10-2023,332.64,10,3326.4,Credit Card,Completed
T27059,C360,P755,STORE_11,11-12-2023,70.81,8,566.48,Paypal,Cancelled
T270592,C464,P640,STORE_45,12-02-2024,332.64,4,1330.56,Credit Card,Completed
T27061,C480,P935,STORE_20,24-02-2024,135.89,4,543.56,Paypal,Completed
T270640,C861,P893,STORE_42,29-08-2024,696.15,6,4176.9,Credit Card,Completed
T270660,C421,P599,STORE_15,24-12-2023,34.34,7,240.38,Debit Card,Completed
T270693,C1746,P7130,STORE_49,25-06-2024,657.95,9,5921.55,Cash,Completed
T270745,C1996,P36,STORE_49,17-06-2024,141.57,2,283.14,Paypal,Completed
T270748,C1128,P864,STORE_47,08-06-2024,615.07,7,4305.49,Paypal,Cancelled
T270769,C256,P545,STORE_50,27-07-2024,452.15,4,1808.6,Paypal,Completed
T270771,C1121,P1981,STORE_48,10-11-2023,673.73,6,4042.38,Debit Card,Completed
T270778,C117,P890,STORE_13,10-06-2024,312.45,9,2812.05,Credit Card,Completed
T270805,C697,P496,STORE_16,29-10-2023,34.34,6,206.04,Debit Card,Completed
T270864,C738,P705,STORE_24,13-06-2024,767.45,6,4604.7,Paypal,Completed
T27089,C866,P818,STORE_35,23-09-2024,740.88,6,4445.28,Paypal,Completed
T27090,C1676,P492,STORE_28,27-09-2023,763.22,10,7632.2,Debit Card,Completed
T270930,C623,P558,STORE_37,25-04-2024,234.76,5,1173.8,Debit Card,Cancelled
T270961,C1352,P456,STORE_5,18-09-2024,531.3,8,4250.4,Credit Card,Completed
T27097,C1292,P934,STORE_45,07-05-2024,241.69,7,1691.83,Debit Card,Completed
T270971,C1211,P644,STORE_46,16-11-2023,34.34,10,343.4,Debit Card,Cancelled
T270982,C492,P603,STORE_28,03-09-2024,11.54,5,57.7,Credit Card,Cancelled
T271022,C1956,P39,STORE_9,26-09-2023,212.96,4,851.84,Paypal,Cancelled
T271059,C1426,P1981,STORE_24,23-11-2023,673.73,9,6063.57,Credit Card,Cancelled
T271072,C1856,P4107,STORE_12,12-01-2024,212.96,10,2129.6,Cash,Completed
T271077,C1652,P981,STORE_40,27-02-2024,141.57,5,707.85,Credit Card,Cancelled
T271095,C835,P491,STORE_21,30-03-2024,507.17,4,2028.68,Debit Card,Completed
T27116,C122,P623,STORE_12,25-11-2023,531.3,1,531.3,Paypal,Cancelled
T271176,C776,P578,STORE_27,24-09-2023,326.79,3,980.37,Cash,Completed
T271187,C38,P896,STORE_48,04-02-2024,927.1,1,927.1,Cash,Completed
T271232,C67,P999,STORE_9,15-02-2024,759.65,5,3798.25,Paypal,Cancelled
T271270,C1529,P346,STORE_3,09-08-2024,160.33,7,1122.31,Cash,Completed
T271271,C64,P1977,STORE_5,14-07-2024,529.42,4,2117.68,Debit Card,Completed
T271289,C465,P725,STORE_31,12-08-2024,740.88,1,740.88,Credit Card,Cancelled
T271298,C59,P880,STORE_20,22-08-2024,241.69,3,725.07,Cash,Cancelled
T271351,C1324,P554,STORE_11,09-04-2024,740.88,7,5186.16,Paypal,Cancelled
T271369,C83,P110,STORE_31,09-01-2024,98.82,2,197.64,Debit Card,Cancelled
T271370,C1989,P195,STORE_47,18-09-2024,487.24,5,2436.2,Credit Card,Cancelled
T271393,C868,P917,STORE_43,10-12-2023,624.45,1,624.45,Credit Card,Completed
T271395,C541,P851,STORE_21,20-03-2024,644.04,8,5152.32,Credit Card,Completed
T271425,C729,P603,STORE_23,10-03-2024,11.54,6,69.24,Debit Card,Completed
T271449,C758,P491,STORE_25,01-01-2024,507.17,4,2028.68,Paypal,Cancelled
T271463,C506,P536,STORE_24,02-06-2024,531.3,8,4250.4,Cash,Completed
T271470,C1330,P1988,STORE_18,17-11-2023,429.33,6,2575.98,Paypal,Cancelled
T271485,C848,P39,STORE_20,19-09-2024,212.96,6,1277.76,Debit Card,Completed
T27156,C1228,P779,STORE_30,15-03-2024,676.12,5,3380.6,Cash,Completed
T271586,C1188,P705,STORE_14,18-03-2024,767.45,5,3837.25,Debit Card,Completed
T271593,C224,P195,STORE_29,13-06-2024,487.24,3,1461.72,Cash,Cancelled
T271614,C433,P493,STORE_32,13-01-2024,531.3,9,4781.7,Cash,Completed
T27162,C496,P28,STORE_38,18-04-2024,202.12,8,1616.96,Paypal,Completed
T271738,C157,P180,STORE_31,07-09-2024,452.15,10,4521.5,Credit Card,Completed
T271797,C1933,P129,STORE_2,19-11-2023,927.1,9,8343.9,Paypal,Completed
T271803,C1467,P816,STORE_9,21-02-2024,234.76,2,469.52,Debit Card,Cancelled
T271815,C1376,P327,STORE_31,14-12-2023,207.78,3,623.34,Credit Card,Completed
T271819,C1395,P536,STORE_18,05-05-2024,531.3,10,5313,Cash,Cancelled
T271833,C546,P845,STORE_34,10-05-2024,927.1,8,7416.8,Cash,Completed
T271858,C163,P940,STORE_39,24-05-2024,740.88,9,6667.92,Cash,Completed
T271872,C1768,P129,STORE_18,04-09-2024,927.1,8,7416.8,Debit Card,Cancelled
T271883,C451,P926,STORE_49,09-11-2023,311.52,5,1557.6,Cash,Completed
T271914,C132,P407,STORE_34,10-05-2024,767.45,4,3069.8,Debit Card,Completed
T27193,C219,P779,STORE_20,14-05-2024,676.12,4,2704.48,Credit Card,Completed
T271935,C1753,P620,STORE_4,07-03-2024,39.49,7,276.43,Credit Card,Completed
T271945,C1107,P864,STORE_27,20-07-2024,615.07,2,1230.14,Credit Card,Cancelled
T271959,C1747,P179,STORE_12,03-11-2023,697.35,1,697.35,Credit Card,Cancelled
T271964,C1318,P346,STORE_32,31-01-2024,160.33,10,1603.3,Credit Card,Completed
T271999,C277,P715,STORE_9,17-07-2024,207.78,7,1454.46,Credit Card,Completed
T272030,C1219,P779,STORE_36,14-11-2023,676.12,4,2704.48,Credit Card,Completed
T272128,C348,P902,STORE_34,21-02-2024,402.2,9,3619.8,Cash,Completed
T272130,C1944,P981,STORE_48,13-05-2024,141.57,4,566.28,Debit Card,Completed
T272180,C980,P1644,STORE_30,29-08-2024,442.36,6,2654.16,Debit Card,Completed
T272208,C1985,P978,STORE_24,17-05-2024,879.28,2,1758.56,Credit Card,Cancelled
T272217,C1448,P114,STORE_32,01-12-2023,70.81,2,141.62,Credit Card,Cancelled
T272229,C345,P95,STORE_38,29-05-2024,991.51,5,4957.55,Cash,Completed
T272240,C1773,P513,STORE_5,18-09-2024,507.17,3,1521.51,Cash,Completed
T272251,C591,P95,STORE_32,14-11-2023,991.51,4,3966.04,Credit Card,Completed
T272302,C534,P715,STORE_31,18-01-2024,207.78,5,1038.9,Paypal,Completed
T272429,C38,P1981,STORE_16,24-02-2024,673.73,2,1347.46,Debit Card,Completed
T272431,C1903,P81,STORE_41,16-07-2024,326.79,6,1960.74,Credit Card,Completed
T272465,C1490,P234,STORE_1,07-04-2024,531.3,9,4781.7,Debit Card,Completed
T272469,C7,P254,STORE_45,03-08-2024,759.65,7,5317.55,Cash,Completed
T272501,C373,P640,STORE_18,29-10-2023,332.64,2,665.28,Debit Card,Cancelled
T272542,C1082,P127,STORE_3,26-04-2024,763.22,1,763.22,Credit Card,Completed
T272606,C1352,P483,STORE_21,12-07-2024,429.94,3,1289.82,Cash,Completed
T272627,C304,P39,STORE_24,17-09-2024,212.96,9,1916.64,Paypal,Completed
T272698,C1034,P934,STORE_5,08-11-2023,241.69,6,1450.14,Paypal,Completed
T272797,C318,P470,STORE_10,05-02-2024,234.76,1,234.76,Cash,Completed
T272850,C70,P593,STORE_24,21-08-2024,259.96,4,1039.84,Cash,Cancelled
T272854,C1349,P569,STORE_14,08-05-2024,673.73,3,2021.19,Debit Card,Completed
T272895,C1797,P393,STORE_11,24-02-2024,207.78,4,831.12,Debit Card,Cancelled
T272911,C1196,P3,STORE_25,08-12-2023,529.42,2,1058.84,Paypal,Cancelled
T272993,C1331,P742,STORE_12,22-01-2024,696.15,9,6265.35,Cash,Completed
T273007,C1052,P681,STORE_24,24-06-2024,927.1,7,6489.7,Cash,Cancelled
T273054,C1491,P926,STORE_20,14-11-2023,311.52,8,2492.16,Debit Card,Completed
T273063,C37,P934,STORE_28,11-02-2024,241.69,7,1691.83,Cash,Completed
T273070,C719,P57,STORE_14,16-07-2024,98.82,10,988.2,Paypal,Completed
T273078,C138,P935,STORE_30,19-10-2023,135.89,4,543.56,Debit Card,Cancelled
T273144,C201,P988,STORE_30,14-03-2024,572.63,4,2290.52,Debit Card,Cancelled
T273150,C1142,P679,STORE_35,29-03-2024,98.82,2,197.64,Paypal,Cancelled
T273152,C68,P653,STORE_2,26-10-2023,927.1,1,927.1,Paypal,Completed
T273154,C1104,P679,STORE_43,09-11-2023,98.82,7,691.74,Credit Card,Completed
T273180,C727,P902,STORE_4,05-03-2024,402.2,7,2815.4,Debit Card,Completed
T273206,C637,P981,STORE_33,31-12-2023,141.57,9,1274.13,Cash,Cancelled
T273213,C380,P113,STORE_14,10-04-2024,879.28,6,5275.68,Credit Card,Cancelled
T273217,C830,P50,STORE_15,30-10-2023,797.5,5,3987.5,Cash,Completed
T273228,C310,P52,STORE_38,02-01-2024,452.15,9,4069.35,Paypal,Completed
T273239,C682,P723,STORE_27,06-05-2024,241.69,4,966.76,Debit Card,Completed
T273246,C1189,P39,STORE_6,06-09-2024,212.96,7,1490.72,Paypal,Completed
T273312,C1788,P278,STORE_33,22-12-2023,434.78,1,434.78,Credit Card,Completed
T273319,C348,P702,STORE_40,07-01-2024,763.22,3,2289.66,Debit Card,Cancelled
T273361,C615,P640,STORE_3,22-09-2024,332.64,3,997.92,Paypal,Cancelled
T273378,C866,P74,STORE_43,25-02-2024,207.78,1,207.78,Credit Card,Completed
T273382,C106,P212,STORE_2,30-01-2024,452.15,3,1356.45,Cash,Cancelled
T273395,C1598,P434,STORE_42,08-08-2024,577.38,8,4619.04,Credit Card,Cancelled
T27341,C186,P702,STORE_34,21-02-2024,763.22,2,1526.44,Debit Card,Cancelled
T273467,C1590,P348,STORE_3,31-01-2024,657.95,4,2631.8,Credit Card,Completed
T27353,C1816,P495,STORE_4,14-05-2024,429.33,4,1717.32,Paypal,Cancelled
T273537,C680,P981,STORE_28,08-08-2024,141.57,9,1274.13,Debit Card,Completed
T273547,C142,P805,STORE_19,06-12-2023,207.78,4,831.12,Paypal,Completed
T273551,C281,P561,STORE_41,12-10-2023,635.72,2,1271.44,Cash,Cancelled
T273579,C611,P212,STORE_7,14-05-2024,452.15,3,1356.45,Cash,Completed
T273598,C256,P779,STORE_36,29-10-2023,676.12,4,2704.48,Paypal,Completed
T273668,C840,P619,STORE_11,12-08-2024,58.86,7,412.02,Credit Card,Cancelled
T27367,C1057,P531,STORE_33,02-07-2024,788.37,4,3153.48,Cash,Completed
T273696,C1242,P816,STORE_36,13-01-2024,234.76,3,704.28,Cash,Cancelled
T273707,C1759,P1981,STORE_19,13-10-2023,673.73,3,2021.19,Credit Card,Completed
T273723,C1091,P886,STORE_35,26-02-2024,725.45,7,5078.15,Credit Card,Completed
T27373,C1266,P366,STORE_20,25-04-2024,767.45,3,2302.35,Cash,Completed
T273762,C1224,P102,STORE_18,31-05-2024,504.81,6,3028.86,Cash,Completed
T273765,C1312,P278,STORE_37,20-08-2024,434.78,6,2608.68,Credit Card,Cancelled
T273769,C219,P599,STORE_32,21-08-2024,34.34,6,206.04,Debit Card,Cancelled
T273776,C1590,P984,STORE_20,07-10-2023,442.36,3,1327.08,Credit Card,Cancelled
T273791,C176,P728,STORE_29,29-02-2024,793.94,2,1587.88,Cash,Cancelled
T273821,C278,P24,STORE_8,08-09-2024,945.45,8,7563.6,Cash,Completed
T273825,C907,P266,STORE_16,07-01-2024,880.39,6,5282.34,Cash,Completed
T273853,C1252,P917,STORE_41,15-01-2024,624.45,10,6244.5,Credit Card,Completed
T273937,C1598,P20,STORE_15,17-05-2024,763.22,4,3052.88,Debit Card,Completed
T273950,C1414,P708,STORE_43,08-02-2024,879.28,7,6154.96,Credit Card,Completed
T273954,C517,P57,STORE_49,03-04-2024,98.82,7,691.74,Credit Card,Cancelled
T273960,C1908,P278,STORE_20,21-12-2023,434.78,10,4347.8,Paypal,Completed
T273968,C306,P832,STORE_41,28-03-2024,927.1,8,7416.8,Credit Card,Cancelled
T273975,C1199,P24,STORE_42,18-04-2024,945.45,2,1890.9,Credit Card,Completed
T273984,C845,P138,STORE_13,02-11-2023,763.22,8,6105.76,Credit Card,Cancelled
T27400,C1352,P953,STORE_39,28-12-2023,34.34,4,137.36,Debit Card,Completed
T274001,C643,P619,STORE_17,26-07-2024,58.86,3,176.58,Debit Card,Completed
T274023,C1063,P212,STORE_32,12-02-2024,452.15,6,2712.9,Debit Card,Cancelled
T274033,C1686,P220,STORE_38,15-02-2024,770.83,10,7708.3,Cash,Completed
T274043,C547,P2,STORE_17,09-08-2024,207.78,5,1038.9,Credit Card,Completed
T274085,C1673,P360,STORE_24,03-11-2023,34.34,5,171.7,Paypal,Cancelled
T274172,C310,P513,STORE_17,30-08-2024,507.17,7,3550.19,Paypal,Cancelled
T274185,C271,P558,STORE_43,21-03-2024,234.76,6,1408.56,Credit Card,Cancelled
T274210,C828,P276,STORE_45,10-05-2024,141.57,4,566.28,Cash,Completed
T274238,C1511,P470,STORE_10,10-08-2024,234.76,3,704.28,Credit Card,Cancelled
T274241,C862,P653,STORE_2,21-07-2024,927.1,10,9271,Credit Card,Completed
T274245,C1800,P441,STORE_48,03-10-2023,507.17,7,3550.19,Paypal,Cancelled
T274328,C296,P639,STORE_2,15-03-2024,429.94,4,1719.76,Credit Card,Completed
T274350,C1015,P554,STORE_1,30-08-2024,740.88,10,7408.8,Paypal,Completed
T27436,C407,P211,STORE_20,22-10-2023,948.86,4,3795.44,Debit Card,Completed
T274367,C639,P434,STORE_1,29-12-2023,577.38,3,1732.14,Paypal,Completed
T274387,C1425,P926,STORE_45,26-07-2024,311.52,8,2492.16,Cash,Completed
T274450,C896,P95,STORE_47,29-07-2024,991.51,6,5949.06,Cash,Completed
T274464,C1826,P613,STORE_29,22-08-2024,577.38,4,2309.52,Paypal,Cancelled
T274600,C167,P799,STORE_22,27-04-2024,621.67,2,1243.34,Paypal,Completed
T274615,C518,P432,STORE_31,13-04-2024,879.28,9,7913.52,Credit Card,Completed
T274652,C1388,P705,STORE_36,27-04-2024,767.45,1,767.45,Debit Card,Completed
T274735,C543,P679,STORE_20,29-04-2024,98.82,1,98.82,Paypal,Completed
T274738,C1714,P39,STORE_8,29-07-2024,212.96,9,1916.64,Debit Card,Completed
T274761,C261,P816,STORE_35,20-06-2024,234.76,5,1173.8,Credit Card,Completed
T274771,C1994,P398,STORE_43,03-08-2024,58.86,2,117.72,Cash,Completed
T274810,C13,P769,STORE_18,25-10-2023,429.94,5,2149.7,Debit Card,Completed
T274819,C1234,P613,STORE_23,11-11-2023,577.38,9,5196.42,Paypal,Completed
T274928,C615,P517,STORE_2,07-01-2024,452.15,8,3617.2,Paypal,Cancelled
T274950,C901,P360,STORE_50,18-12-2023,34.34,3,103.02,Cash,Completed
T274986,C1242,P932,STORE_44,03-07-2024,759.65,4,3038.6,Cash,Completed
T275018,C1347,P517,STORE_40,17-02-2024,452.15,10,4521.5,Credit Card,Completed
T27502,C494,P880,STORE_23,28-03-2024,241.69,4,966.76,Credit Card,Completed
T275039,C1011,P897,STORE_41,17-10-2023,207.78,1,207.78,Cash,Completed
T275051,C1158,P393,STORE_34,03-02-2024,207.78,7,1454.46,Credit Card,Completed
T275067,C418,P220,STORE_27,19-04-2024,770.83,8,6166.64,Cash,Completed
T275078,C1077,P114,STORE_48,15-04-2024,70.81,6,424.86,Credit Card,Completed
T275085,C1669,P102,STORE_8,06-05-2024,504.81,7,3533.67,Debit Card,Completed
T275089,C1459,P970,STORE_24,16-09-2024,113.76,6,682.56,Cash,Cancelled
T275097,C1175,P639,STORE_50,04-12-2023,429.94,2,859.88,Debit Card,Completed
T275110,C1353,P495,STORE_12,25-03-2024,429.33,6,2575.98,Cash,Completed
T27512,C661,P102,STORE_44,29-03-2024,504.81,4,2019.24,Credit Card,Completed
T275145,C868,P603,STORE_47,12-08-2024,11.54,8,92.32,Paypal,Completed
T275176,C40,P626,STORE_41,27-01-2024,838.82,3,2516.46,Paypal,Completed
T275188,C1189,P843,STORE_29,02-07-2024,207.78,8,1662.24,Debit Card,Completed
T275214,C1750,P816,STORE_18,22-01-2024,234.76,1,234.76,Cash,Completed
T275239,C281,P940,STORE_39,14-02-2024,740.88,3,2222.64,Credit Card,Completed
T275240,C1613,P263,STORE_2,01-10-2023,429.94,9,3869.46,Paypal,Completed
T275255,C1073,P255,STORE_1,24-06-2024,452.15,2,904.3,Credit Card,Completed
T275257,C1217,P446,STORE_44,10-11-2023,748.94,6,4493.64,Debit Card,Completed
T275278,C781,P425,STORE_19,10-09-2024,113.77,2,227.54,Credit Card,Completed
T275318,C434,P981,STORE_20,20-04-2024,141.57,8,1132.56,Debit Card,Cancelled
T275392,C1609,P3,STORE_29,11-11-2023,529.42,3,1588.26,Paypal,Completed
T275434,C163,P465,STORE_33,10-01-2024,577.38,5,2886.9,Paypal,Completed
T275436,C814,P276,STORE_26,10-12-2023,141.57,8,1132.56,Debit Card,Cancelled
T275437,C1905,P578,STORE_9,08-04-2024,326.79,8,2614.32,Paypal,Cancelled
T27544,C503,P832,STORE_3,08-03-2024,927.1,9,8343.9,Cash,Completed
T275519,C985,P938,STORE_24,27-01-2024,759.65,9,6836.85,Credit Card,Cancelled
T275522,C1842,P738,STORE_13,25-10-2023,763.22,5,3816.1,Paypal,Cancelled
T275555,C414,P102,STORE_41,03-05-2024,504.81,2,1009.62,Cash,Completed
T275573,C733,P53,STORE_46,28-09-2023,34.34,7,240.38,Debit Card,Completed
T275586,C220,P778,STORE_29,29-02-2024,332.64,3,997.92,Paypal,Completed
T275593,C1871,P276,STORE_16,26-11-2023,141.57,8,1132.56,Credit Card,Completed
T27561,C1153,P978,STORE_26,28-12-2023,879.28,8,7034.24,Debit Card,Completed
