Transaction_id,Customer_ID,Age,Gender,Loyalty_Member,Product_Type,product_id,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Channel,City,Store_Location
T128505,C1065,36,Female,No,Home,P1977,Cancelled,Paypal,2647.1,529.42,5,06-01-2024,Physical,Davisshire,STORE_26
T128509,C1258,37,Female,No,Clothing,P254,Completed,Paypal,2961.8,592.36,5,05-07-2024,Online,Emilyville,STORE_23
T128543,C260,62,Male,No,Books,P369,Completed,Cash,2499.56,357.08,7,30-10-2023,Online,South Loganstad,STORE_33
T128549,C1156,77,Female,No,Clothing,P20,Cancelled,Credit Card,2415.56,345.08,7,07-11-2023,Physical,New Amymouth,STORE_44
T128575,C955,29,Female,No,Books,P935,Completed,Debit Card,2567.28,320.91,8,29-02-2024,Physical,Lake Ryan,STORE_4
T128580,C495,50,Female,Yes,Beauty,P483,Cancelled,Paypal,4299.4,429.94,10,17-03-2024,Physical,Lake Kaitlyn,STORE_10
T128601,C934,57,Male,Yes,Books,P705,Cancelled,Paypal,3800.04,950.01,4,11-02-2024,Online,Dianaside,STORE_43
T128602,C1145,57,Male,No,Electronics,P427,Cancelled,Debit Card,2519.22,419.87,6,08-07-2024,Physical,New Christopher,STORE_48
T128621,C1633,28,Male,No,Beauty,P244,Completed,Cash,2891.75,578.35,5,20-01-2024,Physical,Dawnmouth,STORE_41
T128745,C1151,28,Male,No,Home,P1977,Completed,Paypal,4235.36,529.42,8,04-09-2024,Online,New Mitchell,STORE_31
T128756,C1409,75,Female,Yes,Beauty,P620,Cancelled,Cash,1169.36,292.34,4,08-04-2024,Physical,Jenniferton,STORE_30
T128782,C1580,75,Female,No,Books,P195,Completed,Debit Card,2755.3,551.06,5,03-07-2024,Online,Garciaside,STORE_31
T128799,C104,29,Female,No,Clothing,P593,Completed,Cash,2079.68,259.96,8,25-04-2024,Physical,Stewartfurt,STORE_15
T128869,C1399,25,Male,No,Beauty,P552,Completed,Paypal,4170.88,595.84,7,30-05-2024,Online,Chambersmouth,STORE_25
T128875,C1546,25,Male,No,Beauty,P1419,Cancelled,Paypal,793.94,793.94,1,13-08-2024,Physical,Lake Donaldmouth,STORE_7
T128893,C1219,59,Female,No,Toys,P53,Completed,Paypal,3988.75,797.75,5,03-11-2023,Physical,Delgadoborough,STORE_30
T128923,C742,59,Female,Yes,Books,P977,Cancelled,Paypal,469.52,234.76,2,03-04-2024,store_type,Ericborough,store_id
T128948,C1379,55,Female,No,Books,P492,Cancelled,Debit Card,462.9,92.58,5,20-08-2024,Physical,Port Patrickstad,STORE_29
T128997,C1789,37,Female,Yes,Beauty,P483,Cancelled,Paypal,3869.46,429.94,9,14-09-2024,Physical,Georgeburgh,STORE_4
T129015,C915,30,Male,No,Beauty,P398,Completed,Paypal,4826.07,536.23,9,16-04-2024,Online,South Michelle,STORE_12
T129019,C977,30,Male,No,Beauty,P882,Completed,Credit Card,332.62,166.31,2,18-04-2024,Physical,North Dustinport,STORE_48
T129044,C1500,72,Male,Yes,Toys,P346,Completed,Cash,480.99,160.33,3,19-07-2024,Online,West Jenniferside,STORE_9
T129051,C1617,72,Male,Yes,Toys,P14,Cancelled,Credit Card,4432.41,492.49,9,23-10-2023,Online,North Omar,STORE_2
T129077,C588,79,Male,No,Electronics,P113,Completed,Credit Card,321.01,321.01,1,17-12-2023,Online,South Jerryfurt,STORE_32
T129089,C677,24,Female,Yes,Clothing,P545,Cancelled,Debit Card,2160.72,540.18,4,27-04-2024,Online,Marilynberg,STORE_2
T129091,C1846,43,Male,Yes,Toys,P639,Completed,Debit Card,84.01,84.01,1,12-06-2024,Physical,Johnsonton,STORE_47
T129120,C1275,25,Male,No,Toys,P456,Cancelled,Credit Card,4663.98,777.33,6,06-11-2023,Physical,Robinburgh,STORE_20
T129128,C927,78,Female,No,Electronics,P248,Completed,Cash,3530.17,504.31,7,23-02-2024,Physical,North Tracyside,STORE_46
T12924,C744,41,Female,No,Clothing,P938,Completed,Credit Card,37.07,37.07,1,07-02-2024,Online,West Melissaberg,STORE_17
T129260,C300,41,Female,No,Toys,P944,Completed,Cash,2867.35,573.47,5,28-02-2024,Physical,Leonardton,STORE_16
T129270,C1935,40,Female,No,Toys,P937,Completed,Cash,1050.63,150.09,7,08-07-2024,Physical,Robertmouth,STORE_5
T129306,C514,39,Male,No,Toys,P944,Completed,Paypal,5734.7,573.47,10,18-11-2023,Physical,Johnville,STORE_10
T129309,C1895,39,Male,No,Books,P270,Completed,Credit Card,7315.47,812.83,9,13-04-2024,Online,Teresahaven,STORE_40
T129336,C555,30,Female,No,Toys,P360,Completed,Cash,409.59,136.53,3,19-12-2023,Online,Port Josephmouth,STORE_32
T129368,C825,63,Female,Yes,Toys,P934,Completed,Debit Card,9305.9,930.59,10,14-11-2023,store_type,Williammouth,store_id
T129398,C1804,63,Female,Yes,Electronics,P642,Completed,Cash,4855.8,809.3,6,02-04-2024,Physical,Gonzalesberg,STORE_48
T129411,C198,63,Female,No,Clothing,P900,Cancelled,Debit Card,294.04,294.04,1,10-08-2024,Physical,Andersonfurt,STORE_37
T129417,C1636,69,Female,No,Beauty,P250,Completed,Debit Card,3719.1,531.3,7,21-10-2023,Online,Harrellmouth,STORE_32
T129421,C1908,69,Female,No,Electronics,P1922,Completed,Paypal,748.94,748.94,1,21-01-2024,Physical,North Michaelside,STORE_20
T129425,C1053,57,Male,Yes,Clothing,P723,Completed,Paypal,1501.18,750.59,2,08-08-2024,Online,Moralesburgh,STORE_34
T129453,C1514,58,Female,No,Toys,P944,Completed,Paypal,5161.23,573.47,9,08-08-2024,Physical,Lake Brenda,STORE_3
T129464,C610,33,Female,No,Clothing,P327,Cancelled,Credit Card,8990.5,899.05,10,26-09-2023,Physical,Reevesport,STORE_5
T129488,C1426,33,Female,No,Toys,P639,Completed,Cash,168.02,84.01,2,25-10-2023,Physical,South Davidborough,STORE_30
T129507,C1729,33,Female,No,Books,P977,Completed,Credit Card,469.52,234.76,2,17-06-2024,Physical,Port Cynthia,STORE_3
T129529,C1353,49,Male,No,Beauty,P425,Completed,Cash,767.58,127.93,6,06-05-2024,Physical,West Stacey,STORE_26
T129538,C820,49,Male,No,Toys,P719,Completed,Paypal,6711.03,745.67,9,12-04-2024,Physical,West Grantville,STORE_29
T129551,C1770,49,Male,No,Books,P977,Cancelled,Debit Card,2112.84,234.76,9,18-05-2024,Physical,South Roberthaven,STORE_48
T129563,C1186,49,Male,Yes,Toys,P224,Cancelled,Paypal,368.44,368.44,1,01-08-2024,Online,West Norma,STORE_25
T129599,C1627,51,Male,No,Clothing,P653,Cancelled,Credit Card,1540.62,770.31,2,14-12-2023,Physical,South Melissafort,STORE_5
T129640,C1465,67,Female,Yes,Beauty,P738,Completed,Cash,2620.02,873.34,3,26-04-2024,Physical,Lake Matthew,STORE_36
T129684,C66,67,Female,No,Beauty,P769,Completed,Debit Card,2474.37,274.93,9,06-05-2024,Physical,South Sarah,STORE_18
T12972,C1617,67,Female,No,Books,P982,Cancelled,Cash,4564.53,507.17,9,14-06-2024,Online,North Omar,STORE_39
T129799,C188,60,Male,No,Toys,P864,Completed,Debit Card,2460.28,615.07,4,18-10-2023,Physical,Stevensonborough,STORE_28
T129844,C755,36,Male,No,Clothing,P564,Cancelled,Cash,2691.92,672.98,4,25-03-2024,Physical,Marcusmouth,STORE_26
T129859,C779,77,Male,No,Toys,P446,Completed,Paypal,2302.2,383.7,6,02-10-2023,Physical,North Marcuschester,STORE_7
T129878,C164,77,Male,No,Electronics,P233,Cancelled,Cash,1811.24,452.81,4,19-02-2024,Physical,Woodstown,STORE_46
T129933,C1968,77,Male,No,Books,P126,Cancelled,Credit Card,1185.48,296.37,4,12-03-2024,Online,Virginiaview,STORE_33
T129947,C336,75,Male,No,Beauty,P215,Completed,Debit Card,2637.84,879.28,3,25-01-2024,Online,Lake Amandafort,STORE_42
T129962,C188,75,Male,No,Electronics,P255,Cancelled,Paypal,4521.5,452.15,10,02-05-2024,Online,Stevensonborough,STORE_12
T129994,C1574,28,Female,No,Toys,P433,Completed,Paypal,6077.2,759.65,8,26-04-2024,Physical,South Deannaville,STORE_28
T130006,C1241,46,Female,No,Beauty,P215,Completed,Paypal,7034.24,879.28,8,19-10-2023,Physical,Katherinechester,STORE_36
T130018,C104,46,Female,No,Beauty,P250,Cancelled,Debit Card,2125.2,531.3,4,21-11-2023,Physical,Stewartfurt,STORE_21
T130027,C249,73,Female,No,Clothing,P254,Cancelled,Paypal,2369.44,592.36,4,19-01-2024,Online,East Jacquelineport,STORE_25
T130032,C1426,73,Female,Yes,Clothing,P254,Completed,Cash,1777.08,592.36,3,03-03-2024,Physical,South Davidborough,STORE_18
T13004,C291,56,Male,Yes,Electronics,P1942,Cancelled,Credit Card,3913.02,434.78,9,21-01-2024,Physical,Bellhaven,STORE_47
T130046,C1963,56,Male,Yes,Electronics,P886,Completed,Paypal,6529.05,725.45,9,06-03-2024,Physical,Levyborough,STORE_26
T130074,C1268,56,Male,No,Books,P127,Completed,Debit Card,116.97,116.97,1,10-03-2024,Physical,Port Vernon,STORE_26
T130111,C538,56,Male,No,Clothing,P283,Completed,Debit Card,1542,308.4,5,30-06-2024,Online,Lake Philip,STORE_40
T130141,C750,37,Male,No,Electronics,P55,Cancelled,Debit Card,504.48,84.08,6,10-01-2024,Physical,West Micheal,STORE_44
T130171,C1234,28,Male,No,Beauty,P1419,Completed,Cash,7145.46,793.94,9,12-01-2024,Online,Lake Allenland,STORE_39
T130200,C1500,32,Male,No,Clothing,P441,Completed,Cash,9669.6,966.96,10,26-01-2024,Physical,West Jenniferside,STORE_15
T130232,C1146,32,Male,No,Clothing,P843,Completed,Cash,1226.2,122.62,10,14-05-2024,Physical,Brittneyland,STORE_21
T130245,C431,63,Male,No,Beauty,P3,Completed,Paypal,705.03,235.01,3,10-04-2024,Physical,Amandatown,STORE_20
T130266,C1250,19,Female,Yes,Toys,P456,Completed,Cash,777.33,777.33,1,24-11-2023,Online,Port Thomas,STORE_19
T13027,C200,19,Female,No,Clothing,P441,Cancelled,Cash,8702.64,966.96,9,27-05-2024,Physical,South Teresastad,STORE_46
T130308,C1199,36,Female,No,Electronics,P419,Completed,Debit Card,682.62,113.77,6,13-05-2024,Physical,New Danielleton,STORE_3
T13033,C1387,37,Male,No,Beauty,P74,Completed,Cash,6616.16,827.02,8,27-02-2024,store_type,Calderonchester,store_id
T130337,C1870,37,Male,No,Toys,P349,Completed,Credit Card,5068.21,724.03,7,23-09-2024,Physical,North Christineborough,STORE_21
T130340,C926,67,Male,No,Beauty,P263,Cancelled,Cash,2941.75,420.25,7,20-11-2023,Physical,New Gregory,STORE_18
T130359,C1192,67,Male,No,Electronics,P832,Completed,Paypal,203.69,203.69,1,19-12-2023,Online,East Kimberly,STORE_2
T130369,C1699,67,Male,Yes,Toys,P719,Completed,Cash,2237.01,745.67,3,17-06-2024,Physical,Connietown,STORE_20
T130398,C760,67,Male,Yes,Books,P708,Completed,Cash,1925.56,962.78,2,26-07-2024,Physical,Lake Brendaborough,STORE_26
T130426,C1226,32,Female,No,Books,P432,Completed,Credit Card,1987.92,248.49,8,25-07-2024,Physical,Josephmouth,STORE_41
T13050,C1003,52,Female,No,Books,P779,Completed,Cash,5408.96,676.12,8,22-10-2023,Online,Angelastad,STORE_43
T130533,C1792,52,Female,No,Toys,P349,Completed,Debit Card,2896.12,724.03,4,04-06-2024,Online,New Christopher,STORE_23
T130621,C1194,63,Male,No,Toys,P349,Cancelled,Credit Card,3620.15,724.03,5,26-09-2023,Online,New Maryfurt,STORE_45
T130642,C156,63,Male,No,Beauty,P818,Completed,Credit Card,314.86,157.43,2,16-07-2024,Physical,Suttonshire,STORE_37
T13066,C1063,67,Male,No,Beauty,P138,Completed,Paypal,5342.54,763.22,7,02-10-2023,Physical,East Daniel,STORE_36
T130675,C1686,67,Male,No,Electronics,P875,Cancelled,Credit Card,5735.8,573.58,10,02-02-2024,Physical,West Carlview,STORE_28
T130767,C1030,67,Male,No,Home,P880,Cancelled,Paypal,2987.52,746.88,4,06-03-2024,Online,Spencertown,STORE_39
T130777,C1248,67,Male,No,Electronics,P4107,Completed,Paypal,1916.64,212.96,9,26-03-2024,Online,Christinachester,STORE_25
T130831,C1626,67,Male,No,Home,P778,Cancelled,Credit Card,1995.84,332.64,6,02-08-2024,Physical,Erichaven,STORE_7
T13089,C307,36,Male,Yes,Beauty,P738,Completed,Cash,873.34,873.34,1,08-01-2024,Physical,Teresabury,STORE_44
T130923,C1782,32,Male,No,Clothing,P913,Completed,Credit Card,5569.2,696.15,8,30-06-2024,Physical,Melanieville,STORE_7
T13095,C1813,20,Male,Yes,Clothing,P816,Completed,Credit Card,695.6,347.8,2,19-04-2024,Online,North David,STORE_39
T13097,C1110,20,Male,No,Books,P492,Completed,Credit Card,185.16,92.58,2,18-06-2024,Online,West Zachary,STORE_38
T130990,C742,57,Female,No,Toys,P446,Cancelled,Cash,1151.1,383.7,3,13-12-2023,Physical,Ericborough,STORE_20
T130994,C1675,57,Female,Yes,Home,P81,Completed,Cash,743.46,371.73,2,09-01-2024,Online,South Audrey,STORE_9
T130996,C332,57,Female,Yes,Home,P544,Cancelled,Credit Card,4553.7,758.95,6,07-04-2024,Physical,South Susanborough,STORE_50
T130997,C1197,37,Male,No,Clothing,P545,Completed,Cash,4321.44,540.18,8,20-10-2023,Online,Wilkersonmouth,STORE_9
T13102,C105,37,Male,Yes,Clothing,P702,Completed,Cash,271.78,135.89,2,09-05-2024,Online,West Seanhaven,STORE_1
T131030,C839,37,Male,No,Books,P977,Completed,Credit Card,234.76,234.76,1,13-09-2024,Online,Goodmanchester,STORE_43
T131056,C1155,78,Female,No,Books,P708,Completed,Paypal,8665.02,962.78,9,20-03-2024,Physical,Port Nathan,STORE_46
T131090,C170,78,Female,No,Books,P278,Completed,Credit Card,4914.4,614.3,8,21-08-2024,Physical,Lake Diana,STORE_44
T131108,C635,49,Female,Yes,Home,P431,Completed,Debit Card,1856.16,464.04,4,08-04-2024,Physical,Smithport,STORE_50
T131145,C699,60,Female,Yes,Electronics,P419,Cancelled,Paypal,341.31,113.77,3,11-12-2023,Online,Lake Veronicaton,STORE_6
T131202,C220,60,Female,No,Clothing,P327,Cancelled,Cash,4495.25,899.05,5,04-01-2024,Online,Anthonytown,STORE_22
T131233,C628,60,Female,No,Home,P431,Cancelled,Cash,1392.12,464.04,3,04-04-2024,Online,Willisfurt,STORE_40
T131332,C655,23,Female,No,Beauty,P1875,Completed,Paypal,3138.66,523.11,6,16-01-2024,Physical,Michaelberg,STORE_5
T131341,C653,24,Female,Yes,category,product_id,Completed,Credit Card,#VALUE!,price,10,31-01-2024,Physical,New Antonioview,STORE_10
T131369,C1835,46,Female,No,Home,P544,Completed,Cash,4553.7,758.95,6,28-09-2023,Physical,Anthonymouth,STORE_46
T131384,C1654,46,Female,No,Electronics,P832,Cancelled,Credit Card,203.69,203.69,1,07-12-2023,Physical,Kellytown,STORE_11
T131457,C830,65,Male,Yes,Home,P34,Cancelled,Cash,8528.7,852.87,10,24-06-2024,Physical,Evansville,STORE_47
T131468,C1898,65,Male,No,Electronics,P851,Cancelled,Cash,2576.16,644.04,4,28-08-2024,Physical,Smithland,STORE_36
T131477,C1370,56,Male,No,Books,P195,Completed,Debit Card,2755.3,551.06,5,05-11-2023,Physical,North Lawrencefort,STORE_3
T131506,C462,40,Female,No,Clothing,P917,Completed,Debit Card,5620.05,624.45,9,25-05-2024,Online,South Kathleen,STORE_42
T131507,C904,40,Female,No,Beauty,P922,Cancelled,Credit Card,9973.8,997.38,10,02-08-2024,Online,Lake Maryburgh,STORE_13
T131545,C14,25,Female,No,Toys,P682,Cancelled,Paypal,2268.15,453.63,5,23-08-2024,Online,Gilesville,STORE_13
T131552,C549,49,Female,No,Books,P149,Cancelled,Credit Card,2175.21,241.69,9,03-10-2023,Online,East Kellytown,STORE_32
T131555,C1871,67,Female,Yes,Electronics,P233,Cancelled,Paypal,4528.1,452.81,10,27-07-2024,Physical,Jenkinsland,STORE_29
T131637,C224,55,Male,No,Toys,P53,Cancelled,Cash,3191,797.75,4,23-10-2023,Online,Xavierburgh,STORE_1
T131671,C315,55,Male,Yes,Toys,P719,Completed,Debit Card,4474.02,745.67,6,12-12-2023,Physical,Natalieland,STORE_11
T131703,C703,53,Male,No,Toys,P24,Completed,Credit Card,7563.6,945.45,8,07-04-2024,Online,Karenbury,STORE_17
T131723,C1472,75,Female,No,Toys,P629,Completed,Paypal,2425.26,808.42,3,15-01-2024,Physical,Parkertown,STORE_24
T131729,C295,56,Female,Yes,Electronics,P902,Completed,Paypal,1206.6,402.2,3,01-04-2024,store_type,West Kevin,store_id
T131768,C310,56,Female,Yes,Clothing,P917,Cancelled,Debit Card,1248.9,624.45,2,10-07-2024,Physical,West Christinafurt,STORE_11
T131794,C699,30,Female,No,Clothing,P1644,Completed,Debit Card,1327.08,442.36,3,06-06-2024,Physical,Lake Veronicaton,STORE_18
T131845,C78,78,Male,No,Home,P988,Cancelled,Debit Card,3435.78,572.63,6,27-03-2024,Physical,West Jadeport,STORE_7
T131849,C133,78,Male,No,Books,P211,Completed,Debit Card,6642.02,948.86,7,10-07-2024,Physical,East Cherylburgh,STORE_50
T131860,C995,56,Male,No,Electronics,P1922,Completed,Cash,748.94,748.94,1,20-10-2023,Physical,Shannonfurt,STORE_48
T131892,C1882,56,Male,No,Electronics,P623,Completed,Paypal,4115.34,685.89,6,25-12-2023,Physical,North Kathryn,STORE_46
T13192,C656,45,Male,No,Home,P52,Completed,Cash,1845.4,461.35,4,19-11-2023,Online,East Christopher,STORE_43
T131925,C1155,45,Male,No,Electronics,P94,Completed,Paypal,4385.16,487.24,9,05-04-2024,Online,Port Nathan,STORE_13
T131930,C206,31,Female,No,Toys,P864,Completed,Debit Card,4920.56,615.07,8,21-06-2024,Physical,Port Brandiside,STORE_14
T131953,C63,47,Female,Yes,Books,P31,Completed,Cash,184.66,26.38,7,25-12-2023,Physical,Lozanofort,STORE_48
T131957,C1625,47,Female,Yes,Beauty,P905,Cancelled,Credit Card,294.3,58.86,5,09-01-2024,Physical,Sanderschester,STORE_10
T131984,C1382,47,Female,No,Clothing,P54,Completed,Paypal,6612.64,826.58,8,13-01-2024,Physical,Williamstad,STORE_50
T132011,C90,47,Female,Yes,Beauty,P818,Completed,Cash,1574.3,157.43,10,31-05-2024,Physical,East Shannonchester,STORE_46
T132020,C1931,56,Male,No,Beauty,P57,Completed,Credit Card,1256.67,139.63,9,21-10-2023,Physical,New Alexander,STORE_24
T13203,C618,69,Female,Yes,Books,P970,Cancelled,Debit Card,910.08,113.76,8,18-09-2024,Online,West Nancy,STORE_49
T132035,C960,29,Male,No,Clothing,P897,Cancelled,Credit Card,8564.4,856.44,10,16-10-2023,Online,Scottmouth,STORE_8
T132053,C1831,29,Male,No,Toys,P133,Cancelled,Credit Card,3906.1,781.22,5,02-11-2023,Online,Lake Rebeccachester,STORE_39
T132060,C34,29,Male,Yes,Books,P149,Cancelled,Debit Card,1208.45,241.69,5,31-07-2024,Online,East Tammy,STORE_49
T132080,C314,40,Male,Yes,Electronics,P569,Completed,Cash,888.09,296.03,3,30-01-2024,Physical,South Sean,STORE_14
T132107,C1641,40,Male,Yes,Clothing,P254,Completed,Cash,2961.8,592.36,5,25-04-2024,Online,Stevenschester,STORE_38
T132132,C519,80,Male,No,Toys,P639,Completed,Cash,756.09,84.01,9,01-10-2023,Physical,Loriborough,STORE_29
T132182,C1521,79,Female,No,Clothing,P913,Completed,Cash,4873.05,696.15,7,05-05-2024,Physical,Loriview,STORE_47
T132202,C472,19,Male,Yes,Books,P916,Completed,Credit Card,1843.52,263.36,7,22-09-2024,Online,East Catherine,STORE_35
T132220,C1812,67,Female,No,Home,P544,Completed,Debit Card,758.95,758.95,1,16-04-2024,Online,Sarahchester,STORE_2
T132248,C1930,61,Female,No,Books,P149,Completed,Cash,483.38,241.69,2,23-10-2023,Physical,West Patrickfort,STORE_15
T132350,C106,61,Female,Yes,Clothing,P465,Completed,Cash,69.24,11.54,6,07-08-2024,Physical,Joneschester,STORE_27
T132377,C677,61,Female,No,Clothing,P545,Cancelled,Debit Card,4321.44,540.18,8,09-09-2024,Online,Marilynberg,STORE_2
T132382,C1808,67,Female,No,Books,P129,Cancelled,Credit Card,632.16,210.72,3,30-12-2023,Physical,West Sydney,STORE_26
T132437,C1900,20,Female,No,Home,P544,Completed,Cash,2276.85,758.95,3,19-11-2023,Physical,South Virginiaburgh,STORE_18
T132445,C753,20,Female,No,Home,P348,Completed,Debit Card,733.56,244.52,3,07-01-2024,Online,North Scott,STORE_6
T132450,C1176,20,Female,No,Books,P977,Completed,Debit Card,1878.08,234.76,8,02-08-2024,Online,Kurtport,STORE_32
T132458,C1168,21,Female,No,Toys,P940,Cancelled,Credit Card,567.32,141.83,4,02-10-2023,Online,Lake Amy,STORE_17
T132459,C237,21,Female,No,Books,P211,Completed,Cash,948.86,948.86,1,15-12-2023,store_type,Gonzalezton,store_id
T132467,C1220,21,Female,No,Beauty,P818,Cancelled,Cash,1259.44,157.43,8,18-06-2024,Online,West Ellenside,STORE_49
T132474,C46,58,Male,Yes,Home,P110,Cancelled,Cash,1661.12,415.28,4,04-01-2024,Physical,Dannymouth,STORE_14
T132506,C900,58,Male,No,Electronics,P1922,Cancelled,Paypal,3744.7,748.94,5,02-04-2024,Physical,Owenshaven,STORE_21
T132538,C1219,30,Male,No,Home,P95,Cancelled,Cash,42.44,21.22,2,30-01-2024,Online,Delgadoborough,STORE_39
T132631,C619,55,Male,Yes,Toys,P6,Completed,Cash,6336.88,792.11,8,12-10-2023,Online,Lake Kevinland,STORE_9
T132633,C1139,55,Male,No,Toys,P446,Completed,Debit Card,1918.5,383.7,5,31-03-2024,Online,Derrickmouth,STORE_19
T132634,C1237,79,Male,No,Books,P270,Completed,Credit Card,1625.66,812.83,2,13-09-2024,Physical,Tammyport,STORE_37
T132640,C359,71,Male,No,Beauty,P818,Completed,Cash,314.86,157.43,2,01-04-2024,Online,Port Tiffany,STORE_22
T132666,C470,19,Female,No,Beauty,P882,Completed,Debit Card,166.31,166.31,1,01-06-2024,store_type,Garciahaven,store_id
T132717,C821,67,Female,No,Beauty,P3,Completed,Debit Card,1410.06,235.01,6,07-03-2024,Physical,Sharonburgh,STORE_4
T132720,C1661,41,Male,Yes,Clothing,P897,Completed,Credit Card,5138.64,856.44,6,14-03-2024,Physical,South Lindabury,STORE_46
T132798,C1073,59,Female,No,Books,P984,Completed,Paypal,777.54,259.18,3,14-04-2024,Physical,Lake Adamberg,STORE_15
T132807,C349,29,Male,No,Books,P932,Completed,Paypal,5954.04,992.34,6,30-10-2023,Physical,New Emilyside,STORE_7
T132820,C1257,29,Male,No,Books,P1900,Completed,Debit Card,4413.54,735.59,6,02-02-2024,Physical,Port Lauramouth,STORE_21
T132828,C391,29,Male,No,Beauty,P558,Completed,Cash,1453.68,363.42,4,26-05-2024,store_type,Chasestad,store_id
T132829,C675,79,Male,Yes,Toys,P406,Cancelled,Debit Card,577.38,577.38,1,29-04-2024,Online,Schultzfort,STORE_34
T132857,C326,22,Male,Yes,Books,P932,Completed,Debit Card,992.34,992.34,1,11-11-2023,Online,New Elizabeth,STORE_2
T13288,C1827,80,Male,Yes,Books,P634,Cancelled,Credit Card,290.75,290.75,1,27-01-2024,Online,South Karenburgh,STORE_13
T132884,C1670,80,Male,No,Electronics,P234,Completed,Credit Card,3094.3,618.86,5,28-02-2024,Physical,South Danny,STORE_41
T132888,C1274,80,Male,Yes,Beauty,P893,Cancelled,Debit Card,397.18,397.18,1,18-07-2024,Physical,New Jonathanville,STORE_41
T132910,C966,74,Female,Yes,Toys,P940,Completed,Debit Card,850.98,141.83,6,21-04-2024,Physical,Port Michellefort,STORE_5
T132917,C852,20,Male,No,Toys,P805,Cancelled,Debit Card,2880.09,960.03,3,28-10-2023,Physical,Sosabury,STORE_36
T132920,C70,20,Male,Yes,Beauty,P620,Completed,Cash,2631.06,292.34,9,14-03-2024,Online,North Jerry,STORE_17
T13297,C1810,20,Male,No,Electronics,P742,Completed,Debit Card,1023.45,204.69,5,11-09-2024,Physical,Spearsville,STORE_16
T133003,C473,50,Male,No,Toys,P133,Cancelled,Paypal,7030.98,781.22,9,06-04-2024,Physical,Nathanielville,STORE_46
T133020,C1160,29,Female,No,Electronics,P999,Completed,Paypal,1986.21,662.07,3,08-09-2024,Physical,East Richard,STORE_46
T133052,C1861,31,Male,No,Clothing,P441,Completed,Debit Card,5801.76,966.96,6,09-02-2024,Physical,Martineztown,STORE_18
T133074,C1348,31,Male,No,Home,P348,Completed,Credit Card,244.52,244.52,1,17-03-2024,Online,Jerometown,STORE_31
T133092,C1059,65,Female,No,Electronics,P427,Cancelled,Credit Card,2099.35,419.87,5,07-01-2024,Physical,East Shannonbury,STORE_48
T133145,C1742,65,Female,No,Home,P266,Cancelled,Cash,6162.73,880.39,7,16-01-2024,Online,Port Brenda,STORE_22
T133200,C1699,65,Female,No,Beauty,P215,Completed,Cash,4396.4,879.28,5,02-03-2024,Physical,Connietown,STORE_14
T133211,C398,41,Female,No,Home,P56,Cancelled,Credit Card,781.28,97.66,8,19-04-2024,Online,Chadburgh,STORE_49
T133219,C1778,33,Female,No,Beauty,P738,Completed,Paypal,2620.02,873.34,3,12-08-2024,Physical,West Luisbury,STORE_14
T133221,C1879,53,Female,No,Beauty,P818,Cancelled,Credit Card,1259.44,157.43,8,03-12-2023,Physical,Lake Jasonmouth,STORE_3
T133229,C1164,40,Female,Yes,Toys,P944,Completed,Credit Card,4587.76,573.47,8,18-01-2024,Online,North Jessemouth,STORE_34
T133246,C1702,40,Female,No,Toys,P7130,Completed,Cash,2631.8,657.95,4,11-02-2024,Online,Masseyview,STORE_23
T133286,C976,19,Male,Yes,Home,P110,Completed,Credit Card,2076.4,415.28,5,24-03-2024,Online,North Bobby,STORE_9
T133296,C631,66,Male,No,Books,P935,Cancelled,Paypal,2567.28,320.91,8,10-01-2024,Online,North Joshuashire,STORE_34
T133338,C840,66,Male,No,Books,P470,Cancelled,Debit Card,3300.84,825.21,4,24-02-2024,Online,South Jameston,STORE_22
T133406,C1231,41,Female,Yes,Electronics,P569,Cancelled,Debit Card,592.06,296.03,2,20-01-2024,Online,Pageburgh,STORE_19
T133446,C596,44,Male,No,Electronics,P999,Completed,Cash,1324.14,662.07,2,14-02-2024,Physical,Jasonmouth,STORE_20
T133519,C1969,54,Female,No,Books,P984,Completed,Cash,518.36,259.18,2,29-11-2023,Physical,North Sandra,STORE_20
T133537,C1790,54,Female,No,Electronics,P886,Completed,Cash,4352.7,725.45,6,18-02-2024,Physical,East Christine,STORE_5
T133576,C707,27,Male,No,Beauty,P523,Cancelled,Credit Card,2730.03,910.01,3,22-08-2024,Online,North Douglasland,STORE_23
T133579,C885,52,Female,No,Electronics,P94,Completed,Paypal,4385.16,487.24,9,17-06-2024,Online,Lake Rebecca,STORE_35
T13358,C108,49,Male,No,Beauty,P905,Completed,Cash,529.74,58.86,9,20-07-2024,Online,Andersonstad,STORE_8
T133592,C1809,49,Male,Yes,Clothing,P441,Cancelled,Credit Card,5801.76,966.96,6,15-08-2024,Online,Priceton,STORE_23
T133624,C464,48,Male,No,Toys,P133,Completed,Credit Card,6249.76,781.22,8,21-10-2023,Physical,Williamburgh,STORE_14
T133701,C122,35,Female,No,Clothing,P1644,Completed,Credit Card,2211.8,442.36,5,27-01-2024,Physical,Port Kyle,STORE_36
T133732,C366,35,Female,No,Home,P110,Completed,Paypal,2076.4,415.28,5,18-09-2024,Physical,West Christina,STORE_44
T13374,C1017,66,Female,No,Electronics,P491,Completed,Credit Card,3116.28,519.38,6,31-07-2024,Physical,Andrewshire,STORE_5
