Transaction_id,Customer_ID,Product_id,Store_Location,Purchase_Date,Product_Type,Unit_Price,Quantity,Total_Price,Payment_Method,Channel,Order_Status,Loyalty_Member,Age,Gender,City
T236704,C1446,P432,STORE_17,2023-12-01,Toys,879.28,5,4396.4,Credit Card,Online,Cancelled,TRUE,73,Female,West Melissa
T236846,C867,P81,STORE_5,2023-12-02,Home,326.79,2,653.58,Paypal,Physical,Completed,TRUE,27,Male,Hernandezshire
T236857,C1924,P981,STORE_32,2024-02-26,Toys,141.57,1,141.57,Paypal,Online,Completed,TRUE,29,Female,Josephfurt
T237024,C1767,P270,STORE_41,2024-04-08,Books,812.83,8,6502.64,Cash,Physical,Cancelled,TRUE,80,Male,Port Kathleenland
T237028,C1482,P644,STORE_31,2024-08-03,Home,34.34,8,274.72,Paypal,Physical,Completed,TRUE,45,Female,Mcdanielborough
T237045,C809,P569,STORE_5,2024-06-26,Electronics,673.73,5,3368.65,Paypal,Physical,Completed,TRUE,24,Female,East Michaeltown
T237058,C1658,P944,STORE_21,2024-01-23,Toys,429.94,4,1719.76,Debit Card,Physical,Completed,TRUE,43,Female,North Stevenmouth
T23717,C1687,P513,STORE_35,2023-10-03,Clothing,507.17,2,1014.34,Credit Card,Online,Completed,FALSE,78,Male,West Lauren
T237196,C1798,P1942,STORE_14,2024-04-19,Books,434.78,4,1739.12,Cash,Physical,Completed,TRUE,22,Male,Longchester
T237222,C529,P1988,STORE_11,2024-05-27,Books,429.33,4,1717.32,Paypal,Physical,Completed,TRUE,41,Male,Moorefort
T237297,C855,P922,STORE_46,2023-11-27,Beauty,997.38,2,1994.76,Paypal,Physical,Cancelled,TRUE,43,Female,West Jennifer
T237326,C891,P1988,STORE_14,2023-12-22,Books,429.33,10,4293.3,Paypal,Physical,Completed,TRUE,54,Male,North Gregoryberg
T237342,C1589,P799,STORE_5,2024-04-14,Books,621.67,6,3730.02,Cash,Physical,Cancelled,TRUE,26,Male,Johnsonland
T237343,C1768,P266,STORE_21,2024-06-27,Home,880.39,6,5282.34,Cash,Physical,Completed,TRUE,54,Male,Brianstad
T237345,C228,P327,STORE_33,2023-10-04,Clothing,207.78,7,1454.46,Paypal,Online,Cancelled,TRUE,20,Female,New Dylanland
T237379,C515,P283,STORE_16,2024-01-11,Clothing,308.4,5,1542,Credit Card,Physical,Cancelled,TRUE,34,Female,Laurenview
T237397,C1788,P270,STORE_2,2024-09-03,Books,812.83,8,6502.64,Cash,Physical,Completed,TRUE,60,Male,New Ericaside
T237412,C1838,P644,STORE_11,2023-12-29,Home,34.34,9,309.06,Credit Card,Physical,Completed,TRUE,37,Male,Lynnmouth
T237415,C1218,P916,STORE_34,2024-03-27,Clothing,531.3,3,1593.9,Debit Card,Online,Cancelled,TRUE,36,Female,Bergberg
T237416,C1414,P799,STORE_49,2024-07-20,Books,621.67,5,3108.35,Paypal,Online,Cancelled,TRUE,75,Female,Lake Douglasshire
T237457,C1771,P705,STORE_17,2024-05-09,Books,767.45,7,5372.15,Debit Card,Online,Completed,TRUE,75,Male,Lake Marctown
T237481,C1516,P779,STORE_46,2023-11-23,Books,676.12,2,1352.24,Cash,Physical,Cancelled,FALSE,72,Female,South Matthew
T23751,C1700,P52,STORE_32,2024-03-12,Toys,452.15,5,2260.75,Credit Card,Online,Completed,TRUE,73,Female,Mccallmouth
T237537,C962,P388,STORE_3,2024-07-30,Books,326.79,1,326.79,Cash,Physical,Cancelled,TRUE,22,Male,North Michael
T237566,C731,P702,STORE_42,2023-10-08,Clothing,763.22,3,2289.66,Cash,Online,Completed,FALSE,42,Male,Robleschester
T237587,C1326,P212,STORE_44,2024-06-14,Electronics,452.15,7,3165.05,Debit Card,Physical,Cancelled,FALSE,29,Male,South Mark
T237596,C562,P1419,STORE_4,2024-09-11,Beauty,793.94,9,7145.46,Credit Card,Physical,Completed,FALSE,44,Male,Marystad
T237612,C1138,P861,STORE_42,2024-09-08,Home,763.22,5,3816.1,Cash,Online,Completed,FALSE,24,Female,Gonzalezchester
T237631,C1448,P799,STORE_34,2023-12-21,Books,621.67,4,2486.68,Debit Card,Online,Cancelled,FALSE,65,Male,West Angelshire
T23766,C221,P3,STORE_48,2024-03-08,Beauty,529.42,4,2117.68,Paypal,Physical,Cancelled,FALSE,34,Male,New Danielview
T237673,C225,P523,STORE_47,2024-02-16,Beauty,759.65,10,7596.5,Paypal,Physical,Cancelled,TRUE,25,Female,Robinsonborough
T237693,C436,P491,STORE_18,2024-04-16,Electronics,507.17,1,507.17,Paypal,Physical,Completed,TRUE,63,Male,Arroyoland
T237705,C1272,P6,STORE_49,2024-02-18,Toys,792.11,1,792.11,Cash,Online,Cancelled,TRUE,36,Female,North Karitown
T237723,C1521,P620,STORE_19,2024-02-02,Beauty,39.49,5,197.45,Credit Card,Physical,Completed,TRUE,32,Female,Loriview
T237732,C1803,P2,STORE_38,2023-11-22,Books,207.78,4,831.12,Cash,Physical,Completed,FALSE,40,Male,Port Matthew
T237745,C1120,P1977,STORE_17,2024-09-12,Beauty,529.42,2,1058.84,Debit Card,Online,Cancelled,TRUE,40,Male,Joshuamouth
T237800,C1061,P818,STORE_21,2024-06-24,Beauty,740.88,9,6667.92,Paypal,Physical,Cancelled,TRUE,72,Male,Ronaldborough
T237876,C1556,P738,STORE_22,2024-08-28,Beauty,763.22,8,6105.76,Debit Card,Physical,Completed,TRUE,60,Male,Lake Austinhaven
T237878,C452,P742,STORE_7,2024-04-11,Electronics,696.15,4,2784.6,Paypal,Physical,Completed,FALSE,30,Female,Stephensonborough
T237898,C246,P406,STORE_45,2024-04-13,Toys,577.38,1,577.38,Cash,Online,Cancelled,TRUE,76,Female,East Debra
T237900,C257,P681,STORE_22,2024-05-06,Home,927.1,1,927.1,Credit Card,Physical,Completed,TRUE,69,Female,Mcphersonton
T237950,C1671,P769,STORE_9,2024-09-06,Beauty,429.94,5,2149.7,Paypal,Online,Completed,TRUE,49,Male,Jacobsonside
T237951,C1615,P255,STORE_9,2024-02-25,Electronics,452.15,8,3617.2,Debit Card,Online,Cancelled,TRUE,52,Female,Robertsborough
T237958,C662,P388,STORE_49,2024-06-03,Books,326.79,6,1960.74,Paypal,Online,Cancelled,FALSE,34,Male,Courtneyborough
T23802,C1604,P55,STORE_15,2024-02-07,Books,507.17,5,2535.85,Credit Card,Physical,Completed,TRUE,73,Male,East Stephaniemouth
T238081,C1918,P278,STORE_17,2023-12-21,Toys,434.78,6,2608.68,Debit Card,Online,Cancelled,TRUE,74,Male,New Waynetown
T238090,C1951,P1988,STORE_29,2024-05-10,Books,429.33,4,1717.32,Paypal,Physical,Completed,TRUE,47,Female,Shelleyhaven
T238154,C849,P784,STORE_30,2024-03-05,Books,34.34,3,103.02,Debit Card,Physical,Cancelled,TRUE,71,Female,West Michelle
T23818,C583,P984,STORE_27,2024-02-15,Books,442.36,1,442.36,Debit Card,Physical,Cancelled,TRUE,48,Female,South Victor
T238325,C903,P603,STORE_38,2024-08-29,Clothing,11.54,7,80.78,Credit Card,Physical,Completed,TRUE,65,Male,Lake James
T238398,C1103,P545,STORE_41,2024-01-06,Clothing,452.15,8,3617.2,Paypal,Physical,Completed,FALSE,52,Female,West Evelynfurt
T238421,C613,P346,STORE_3,2024-01-28,Toys,160.33,9,1442.97,Cash,Physical,Completed,TRUE,62,Male,Lake Melodytown
T238424,C396,P366,STORE_26,2024-08-05,Toys,767.45,8,6139.6,Credit Card,Physical,Cancelled,TRUE,69,Male,North Benjamin
T238444,C744,P513,STORE_37,2023-11-06,Clothing,507.17,3,1521.51,Cash,Physical,Completed,TRUE,22,Male,West Melissaberg
T238455,C1101,P938,STORE_31,2024-04-12,Clothing,759.65,7,5317.55,Debit Card,Physical,Cancelled,TRUE,71,Male,Lake Brandon
T23846,C1278,P7130,STORE_13,2024-07-30,Books,657.95,6,3947.7,Paypal,Online,Completed,TRUE,68,Female,Smithfurt
T238478,C474,P864,STORE_29,2024-03-18,Toys,615.07,4,2460.28,Paypal,Physical,Cancelled,FALSE,54,Female,North Andrewhaven
T238484,C566,P730,STORE_22,2024-05-03,Home,326.79,8,2614.32,Paypal,Physical,Completed,TRUE,71,Female,Jordanshire
T238536,C1126,P715,STORE_4,2023-11-30,Clothing,207.78,10,2077.8,Debit Card,Physical,Cancelled,TRUE,51,Male,South Susanshire
T238574,C175,P496,STORE_31,2024-01-04,Beauty,34.34,5,171.7,Cash,Physical,Cancelled,TRUE,66,Female,Saratown
T238583,C565,P491,STORE_40,2024-06-02,Electronics,507.17,3,1521.51,Debit Card,Online,Cancelled,TRUE,64,Male,Bryanbury
T238585,C804,P1988,STORE_43,2024-08-27,Books,429.33,4,1717.32,Cash,Online,Completed,FALSE,71,Male,Williamsshire
T23860,C547,P934,STORE_29,2023-12-14,Toys,241.69,3,725.07,Paypal,Physical,Completed,TRUE,31,Male,Port Michele
T238606,C485,P224,STORE_35,2024-02-19,Clothing,368.44,6,2210.64,Debit Card,Online,Cancelled,TRUE,61,Female,North Zachary
T238632,C1158,P640,STORE_8,2024-08-22,Books,332.64,4,1330.56,Cash,Online,Completed,TRUE,53,Male,West Aliciaview
T238676,C896,P346,STORE_20,2023-10-12,Toys,160.33,6,961.98,Debit Card,Physical,Cancelled,FALSE,40,Male,West Heathertown
T238741,C809,P723,STORE_41,2024-04-19,Clothing,241.69,10,2416.9,Cash,Physical,Completed,TRUE,24,Female,East Michaeltown
T238797,C4,P52,STORE_23,2023-12-09,Toys,452.15,1,452.15,Cash,Online,Cancelled,TRUE,49,Male,Raystad
T238833,C1858,P932,STORE_16,2024-06-30,Books,759.65,6,4557.9,Paypal,Physical,Completed,TRUE,75,Male,Lake Stacey
T238856,C1762,P1988,STORE_26,2024-08-06,Books,429.33,8,3434.64,Cash,Physical,Completed,FALSE,58,Male,Boydstad
T23890,C35,P56,STORE_3,2024-08-26,Home,696.15,7,4873.05,Debit Card,Physical,Cancelled,TRUE,65,Male,North Cathyside
T238984,C1385,P244,STORE_14,2023-10-10,Beauty,429.94,6,2579.64,Debit Card,Physical,Cancelled,TRUE,60,Male,Lake Adamstad
T238992,C1378,P864,STORE_44,2024-06-21,Toys,615.07,7,4305.49,Paypal,Physical,Completed,TRUE,44,Male,Monicaburgh
T239001,C1814,P1981,STORE_37,2024-07-12,Home,673.73,4,2694.92,Credit Card,Physical,Completed,TRUE,43,Male,Boydburgh
T239014,C323,P1942,STORE_41,2023-11-09,Books,434.78,4,1739.12,Cash,Physical,Completed,TRUE,70,Female,Port Marybury
T239035,C1548,P431,STORE_30,2024-01-15,Home,234.76,4,939.04,Debit Card,Physical,Completed,TRUE,78,Female,Jacobbury
T239060,C1060,P626,STORE_6,2024-01-23,Beauty,838.82,5,4194.1,Debit Card,Physical,Completed,FALSE,52,Female,Antoniotown
T239062,C985,P926,STORE_44,2024-02-27,Electronics,311.52,10,3115.2,Cash,Physical,Completed,TRUE,77,Female,Julieville
T239073,C1260,P593,STORE_50,2024-07-02,Clothing,259.96,10,2599.6,Paypal,Physical,Cancelled,FALSE,42,Female,Port Victoriaton
T239085,C1159,P472,STORE_43,2024-07-15,Beauty,113.77,3,341.31,Cash,Online,Completed,FALSE,24,Male,New Eric
T23909,C1740,P398,STORE_19,2024-03-04,Beauty,58.86,3,176.58,Cash,Physical,Completed,TRUE,65,Male,North Debrashire
T239095,C256,P81,STORE_17,2024-06-03,Home,326.79,5,1633.95,Debit Card,Online,Cancelled,TRUE,52,Female,Davisshire
T239146,C1131,P349,STORE_27,2024-06-16,Toys,927.1,3,2781.3,Cash,Physical,Cancelled,FALSE,50,Male,Jenniferhaven
T239169,C622,P1981,STORE_30,2024-02-14,Home,673.73,2,1347.46,Debit Card,Physical,Completed,FALSE,50,Female,Ritterfort
T239226,C1918,P346,STORE_22,2024-06-06,Toys,160.33,3,480.99,Credit Card,Physical,Cancelled,TRUE,74,Male,New Waynetown
T239241,C1857,P578,STORE_47,2024-06-25,Electronics,326.79,9,2941.11,Paypal,Physical,Cancelled,TRUE,61,Female,North Danaton
T23926,C1999,P1977,STORE_41,2023-10-28,Beauty,529.42,4,2117.68,Paypal,Physical,Cancelled,TRUE,67,Male,Claytonburgh
T239279,C1570,P1419,STORE_20,2023-11-04,Beauty,793.94,5,3969.7,Paypal,Physical,Cancelled,FALSE,20,Male,North Ronaldfort
T23928,C1274,P916,STORE_10,2023-11-20,Clothing,531.3,4,2125.2,Debit Card,Physical,Cancelled,TRUE,77,Female,New Jonathanville
T239306,C265,P1981,STORE_42,2023-12-24,Home,673.73,8,5389.84,Paypal,Online,Cancelled,TRUE,18,Female,Nicoleville
T239321,C729,P493,STORE_14,2024-08-21,Electronics,531.3,6,3187.8,Credit Card,Physical,Cancelled,TRUE,72,Male,North Marcia
T239488,C1679,P629,STORE_1,2024-03-05,Toys,58.86,4,235.44,Credit Card,Online,Completed,FALSE,55,Male,West Monica
T239529,C1768,P682,STORE_48,2024-08-07,Clothing,452.15,6,2712.9,Debit Card,Physical,Completed,TRUE,54,Male,Brianstad
T239533,C450,P864,STORE_31,2024-01-17,Toys,615.07,3,1845.21,Credit Card,Physical,Cancelled,TRUE,25,Male,North Michael
T239565,C933,P1900,STORE_21,2024-04-01,Books,735.59,3,2206.77,Credit Card,Physical,Completed,TRUE,54,Male,South Cassandra
T239589,C249,P244,STORE_42,2024-06-12,Beauty,429.94,6,2579.64,Cash,Online,Completed,TRUE,73,Female,East Jacquelineport
T239618,C903,P1981,STORE_35,2023-10-28,Home,673.73,1,673.73,Paypal,Online,Completed,TRUE,65,Male,Lake James
T239630,C1549,P934,STORE_23,2023-12-02,Toys,241.69,10,2416.9,Credit Card,Online,Cancelled,TRUE,36,Male,Jeremiahbury
T239698,C1355,P977,STORE_33,2024-05-28,Books,234.76,10,2347.6,Paypal,Online,Completed,TRUE,51,Female,Kathrynmouth
T239700,C1234,P796,STORE_14,2024-08-27,Electronics,531.3,7,3719.1,Credit Card,Physical,Cancelled,TRUE,28,Male,Lake Allenland
T239739,C911,P1942,STORE_4,2024-06-10,Books,434.78,3,1304.34,Debit Card,Physical,Cancelled,TRUE,80,Male,Catherineport
T239801,C715,P283,STORE_39,2024-09-09,Clothing,308.4,10,3084,Paypal,Online,Cancelled,TRUE,68,Male,East Deborahtown
T239802,C915,P1981,STORE_20,2023-12-23,Home,673.73,1,673.73,Cash,Physical,Completed,TRUE,32,Male,South Michelle
T23985,C1389,P233,STORE_40,2024-04-02,Electronics,141.57,3,424.71,Debit Card,Online,Completed,TRUE,26,Male,Port Catherinechester
T239854,C373,P2,STORE_29,2024-06-18,Books,207.78,8,1662.24,Paypal,Physical,Completed,TRUE,66,Male,Timothyfurt
T23986,C807,P922,STORE_18,2023-11-30,Beauty,997.38,10,9973.8,Credit Card,Physical,Completed,FALSE,52,Male,Port Kaylaburgh
T239900,C139,P406,STORE_17,2024-09-20,Toys,577.38,5,2886.9,Paypal,Online,Completed,TRUE,75,Male,Lake Adriana
T239906,C1960,P558,STORE_7,2024-02-28,Beauty,234.76,7,1643.32,Credit Card,Physical,Cancelled,TRUE,46,Male,West Aaronland
T239921,C262,P742,STORE_48,2024-02-21,Electronics,696.15,3,2088.45,Cash,Physical,Completed,TRUE,23,Female,Hancockfort
T239960,C652,P805,STORE_17,2024-02-22,Toys,207.78,10,2077.8,Paypal,Online,Completed,TRUE,48,Male,South Timothyberg
T239999,C1269,P470,STORE_9,2024-02-12,Books,234.76,6,1408.56,Cash,Online,Completed,TRUE,29,Male,Karenstad
T240053,C419,P407,STORE_40,2024-08-22,Beauty,767.45,4,3069.8,Cash,Online,Cancelled,TRUE,20,Female,Reginastad
T240073,C535,P893,STORE_8,2023-12-26,Beauty,696.15,5,3480.75,Cash,Online,Completed,FALSE,34,Male,Stuartstad
T240105,C900,P796,STORE_29,2023-10-29,Electronics,531.3,5,2656.5,Paypal,Physical,Cancelled,TRUE,43,Male,Owenshaven
T240108,C1001,P465,STORE_2,2024-09-13,Home,577.38,6,3464.28,Debit Card,Physical,Completed,TRUE,72,Female,Estesside
T240155,C1378,P14,STORE_49,2024-02-25,Toys,487.24,6,2923.44,Debit Card,Online,Completed,TRUE,44,Male,Monicaburgh
T240166,C999,P496,STORE_10,2024-01-04,Beauty,34.34,9,309.06,Credit Card,Physical,Completed,TRUE,46,Female,Melissashire
T240209,C734,P263,STORE_11,2024-04-20,Beauty,429.94,4,1719.76,Cash,Physical,Completed,FALSE,77,Male,Taylorshire
T240223,C1565,P708,STORE_16,2024-05-25,Books,879.28,1,879.28,Credit Card,Physical,Completed,TRUE,29,Male,Lake Eric
T24027,C108,P1942,STORE_40,2024-01-30,Books,434.78,9,3913.02,Debit Card,Online,Completed,FALSE,74,Male,Andersonstad
T240294,C439,P578,STORE_6,2023-11-17,Electronics,326.79,8,2614.32,Cash,Physical,Completed,TRUE,64,Male,Lyonston
T240303,C586,P472,STORE_17,2024-09-21,Beauty,113.77,9,1023.93,Debit Card,Online,Cancelled,TRUE,43,Male,North Aaronstad
T240321,C1837,P483,STORE_40,2024-06-03,Beauty,429.94,1,429.94,Credit Card,Online,Completed,FALSE,55,Male,Annborough
T240326,C1643,P2,STORE_44,2024-08-11,Books,207.78,1,207.78,Cash,Physical,Cancelled,TRUE,66,Male,Lake Brittanymouth
T24033,C585,P953,STORE_14,2023-09-29,Beauty,34.34,9,309.06,Paypal,Physical,Cancelled,TRUE,54,Female,Briggsbury
T240337,C971,P845,STORE_13,2024-07-24,Beauty,927.1,8,7416.8,Cash,Online,Cancelled,TRUE,65,Female,Lake Helen
T240341,C1556,P114,STORE_3,2024-04-29,Books,70.81,4,283.24,Debit Card,Physical,Cancelled,TRUE,60,Male,Lake Austinhaven
T240359,C220,P1988,STORE_21,2024-06-16,Books,429.33,10,4293.3,Debit Card,Physical,Completed,TRUE,80,Male,Anthonytown
T24036,C758,P629,STORE_11,2024-09-21,Toys,58.86,7,412.02,Paypal,Physical,Completed,FALSE,25,Male,Raymondburgh
T240453,C1925,P988,STORE_15,2024-03-24,Home,572.63,10,5726.3,Paypal,Physical,Cancelled,FALSE,30,Female,South Joseberg
T240477,C1982,P55,STORE_23,2023-12-03,Books,507.17,3,1521.51,Cash,Online,Cancelled,FALSE,71,Male,Allenport
T24049,C1201,P348,STORE_50,2024-03-14,Home,657.95,3,1973.85,Debit Card,Physical,Cancelled,TRUE,51,Male,Hartbury
T240519,C1019,P984,STORE_8,2024-06-08,Books,442.36,5,2211.8,Credit Card,Online,Completed,TRUE,72,Male,Donaldborough
T240542,C1191,P900,STORE_12,2024-02-14,Electronics,735.59,1,735.59,Credit Card,Online,Completed,TRUE,72,Female,Lake Samantha
T240602,C134,P913,STORE_40,2024-01-19,Clothing,696.15,5,3480.75,Credit Card,Online,Completed,TRUE,64,Male,Lake Paulberg
T240659,C306,P742,STORE_39,2023-11-17,Electronics,696.15,5,3480.75,Cash,Online,Completed,TRUE,25,Female,Graystad
T240669,C1371,P138,STORE_48,2024-08-08,Beauty,763.22,7,5342.54,Credit Card,Physical,Completed,TRUE,20,Female,Tranchester
T240712,C1952,P679,STORE_44,2024-01-16,Books,98.82,3,296.46,Cash,Physical,Cancelled,FALSE,66,Male,Williamsland
T240720,C1609,P327,STORE_5,2024-06-12,Clothing,207.78,10,2077.8,Debit Card,Physical,Cancelled,FALSE,34,Female,North Kenneth
T240748,C498,P129,STORE_19,2024-08-05,Books,927.1,5,4635.5,Paypal,Physical,Completed,FALSE,80,Male,West Teresa
T240783,C1075,P715,STORE_8,2024-09-23,Clothing,207.78,5,1038.9,Debit Card,Online,Cancelled,TRUE,43,Male,Lopezmouth
T240802,C90,P938,STORE_42,2024-06-09,Clothing,759.65,1,759.65,Paypal,Online,Completed,TRUE,66,Male,East Shannonchester
T240831,C1254,P1922,STORE_9,2024-03-25,Home,748.94,9,6740.46,Credit Card,Online,Cancelled,TRUE,80,Female,New Julie
T240857,C1984,P346,STORE_9,2024-03-01,Toys,160.33,1,160.33,Debit Card,Online,Cancelled,TRUE,72,Female,East Kevin
T240858,C1207,P937,STORE_42,2023-11-25,Toys,507.17,9,4564.53,Debit Card,Online,Completed,FALSE,55,Female,South Sonya
T240878,C776,P3,STORE_46,2024-05-15,Beauty,529.42,4,2117.68,Debit Card,Physical,Completed,TRUE,29,Male,Lake Maryton
T240931,C1435,P1644,STORE_17,2024-08-28,Clothing,442.36,3,1327.08,Credit Card,Online,Completed,FALSE,36,Female,Ericafort
T240939,C179,P248,STORE_20,2023-11-22,Electronics,429.94,1,429.94,Debit Card,Physical,Completed,TRUE,23,Female,Port Anthony
T24101,C1866,P95,STORE_40,2024-05-25,Home,991.51,7,6940.57,Paypal,Online,Completed,TRUE,20,Female,Andrewburgh
T241010,C1995,P483,STORE_40,2024-08-13,Beauty,429.94,6,2579.64,Debit Card,Online,Completed,TRUE,36,Male,East Richardland
T24103,C1057,P250,STORE_31,2024-09-20,Beauty,531.3,1,531.3,Paypal,Physical,Completed,TRUE,56,Male,Port Meredith
T241053,C996,P725,STORE_29,2024-03-13,Books,740.88,10,7408.8,Debit Card,Physical,Cancelled,FALSE,32,Female,Kellyberg
T241089,C1483,P425,STORE_37,2023-10-01,Beauty,113.77,1,113.77,Debit Card,Physical,Completed,TRUE,41,Male,Campbellmouth
T24109,C1215,P472,STORE_26,2024-03-06,Beauty,113.77,2,227.54,Credit Card,Physical,Completed,TRUE,37,Male,Port Oscarmouth
T241104,C1965,P536,STORE_30,2024-05-06,Home,531.3,4,2125.2,Credit Card,Physical,Cancelled,TRUE,56,Male,Kellyton
T241157,C314,P1644,STORE_8,2024-08-27,Clothing,442.36,9,3981.24,Credit Card,Online,Completed,FALSE,19,Female,South Sean
T241228,C1405,P1977,STORE_37,2024-08-12,Beauty,529.42,3,1588.26,Credit Card,Physical,Completed,FALSE,47,Female,North Greg
T241246,C1769,P938,STORE_22,2023-10-30,Clothing,759.65,6,4557.9,Debit Card,Physical,Cancelled,TRUE,56,Male,Martinezfurt
T241259,C889,P1419,STORE_26,2024-08-23,Beauty,793.94,2,1587.88,Paypal,Physical,Cancelled,FALSE,60,Male,Kristineland
T241295,C1973,P599,STORE_11,2024-09-19,Books,34.34,9,309.06,Credit Card,Physical,Completed,TRUE,73,Male,West Walterton
T241303,C1103,P180,STORE_37,2024-01-27,Beauty,452.15,7,3165.05,Debit Card,Physical,Completed,FALSE,52,Female,West Evelynfurt
T241309,C284,P896,STORE_48,2024-06-10,Clothing,927.1,2,1854.2,Paypal,Physical,Completed,TRUE,69,Female,Knighthaven
T241322,C1300,P537,STORE_5,2024-04-06,Beauty,531.3,2,1062.6,Credit Card,Physical,Cancelled,FALSE,50,Female,Tylerfurt
T241377,C598,P53,STORE_35,2024-05-26,Clothing,34.34,3,103.02,Credit Card,Online,Cancelled,TRUE,50,Female,Walshborough
T241398,C402,P54,STORE_6,2024-06-01,Clothing,879.28,2,1758.56,Debit Card,Physical,Completed,TRUE,58,Male,Elizabethtown
T241417,C1751,P1977,STORE_45,2024-07-04,Beauty,529.42,6,3176.52,Credit Card,Online,Cancelled,FALSE,52,Male,Moorefurt
T241423,C1448,P564,STORE_23,2024-04-19,Clothing,577.38,5,2886.9,Paypal,Online,Cancelled,FALSE,65,Male,West Angelshire
T24147,C1767,P796,STORE_11,2023-11-18,Electronics,531.3,4,2125.2,Credit Card,Physical,Completed,TRUE,80,Male,Port Kathleenland
T241558,C1842,P977,STORE_49,2024-04-29,Books,234.76,6,1408.56,Credit Card,Online,Completed,TRUE,55,Male,Matthewton
T241576,C815,P569,STORE_24,2024-05-30,Electronics,673.73,8,5389.84,Debit Card,Physical,Cancelled,TRUE,56,Female,Lake Nathanchester
T241623,C338,P784,STORE_13,2024-07-28,Books,34.34,3,103.02,Paypal,Online,Completed,TRUE,78,Male,Nicoletown
T241649,C1293,P1900,STORE_36,2024-01-01,Books,735.59,3,2206.77,Debit Card,Physical,Cancelled,TRUE,62,Female,New Davidchester
T241662,C1807,P937,STORE_12,2024-05-18,Toys,507.17,6,3043.02,Credit Card,Online,Completed,TRUE,60,Female,Lake Samantha
T241674,C1023,P46,STORE_39,2023-12-12,Clothing,34.34,7,240.38,Cash,Online,Completed,TRUE,44,Male,East Susan
T241764,C1036,P805,STORE_4,2023-12-28,Toys,207.78,10,2077.8,Debit Card,Physical,Cancelled,TRUE,73,Female,Crystalhaven
T241803,C1938,P234,STORE_36,2023-10-18,Electronics,531.3,3,1593.9,Paypal,Physical,Completed,TRUE,66,Female,West Pamela
T241824,C1415,P926,STORE_46,2024-05-09,Electronics,311.52,6,1869.12,Credit Card,Physical,Completed,FALSE,23,Male,West Jessica
T241867,C632,P882,STORE_1,2024-01-03,Clothing,577.38,7,4041.66,Debit Card,Online,Completed,FALSE,27,Male,Danielmouth
T241869,C456,P74,STORE_38,2024-05-11,Beauty,207.78,8,1662.24,Credit Card,Physical,Completed,TRUE,41,Male,West Jacobfurt
T241937,C744,P1900,STORE_46,2023-10-13,Books,735.59,1,735.59,Cash,Physical,Completed,TRUE,22,Male,West Melissaberg
T241945,C926,P465,STORE_44,2023-09-25,Home,577.38,1,577.38,Credit Card,Physical,Cancelled,FALSE,67,Male,New Gregory
T241950,C301,P640,STORE_11,2024-07-09,Books,332.64,8,2661.12,Debit Card,Physical,Completed,FALSE,38,Female,Laurenchester
T241958,C584,P913,STORE_48,2024-09-05,Clothing,696.15,4,2784.6,Credit Card,Physical,Completed,TRUE,74,Female,South Erin
T241975,C375,P549,STORE_23,2024-03-16,Clothing,618.14,5,3090.7,Debit Card,Online,Cancelled,TRUE,50,Female,South Brittanyshire
T241979,C191,P705,STORE_15,2024-05-18,Books,767.45,9,6907.05,Cash,Physical,Completed,TRUE,59,Female,Lunaview
T242003,C1380,P114,STORE_32,2024-07-14,Books,70.81,3,212.43,Credit Card,Online,Completed,TRUE,46,Male,Alexanderfurt
T242024,C895,P845,STORE_27,2024-07-21,Beauty,927.1,3,2781.3,Cash,Physical,Cancelled,TRUE,36,Male,South Julie
T242041,C957,P725,STORE_23,2023-10-10,Books,740.88,6,4445.28,Credit Card,Online,Cancelled,FALSE,66,Male,Alexshire
T242057,C57,P215,STORE_11,2024-04-19,Beauty,879.28,3,2637.84,Debit Card,Physical,Completed,TRUE,19,Male,Michaelmouth
T242058,C2,P917,STORE_39,2024-08-10,Clothing,624.45,2,1248.9,Debit Card,Online,Completed,TRUE,63,Female,Leahburgh
T242077,C1521,P554,STORE_30,2023-11-06,Electronics,740.88,3,2222.64,Debit Card,Physical,Cancelled,TRUE,32,Female,Loriview
T24208,C1469,P554,STORE_17,2024-01-06,Electronics,740.88,3,2222.64,Debit Card,Online,Completed,FALSE,51,Male,Armstrongmouth
T242122,C342,P95,STORE_5,2023-10-05,Home,991.51,7,6940.57,Debit Card,Physical,Completed,TRUE,69,Female,Lopezberg
T242126,C1921,P514,STORE_46,2024-07-28,Books,577.38,1,577.38,Paypal,Physical,Cancelled,FALSE,62,Female,Randyberg
T242160,C925,P621,STORE_7,2024-01-11,Books,876.4,10,8764,Paypal,Physical,Cancelled,TRUE,38,Male,Barnettland
T242204,C198,P54,STORE_11,2023-11-21,Clothing,879.28,9,7913.52,Debit Card,Physical,Completed,FALSE,20,Male,Andersonfurt
T242205,C186,P593,STORE_1,2024-01-03,Clothing,259.96,2,519.92,Credit Card,Online,Completed,FALSE,54,Female,Port Glenn
T24221,C1476,P832,STORE_22,2024-04-19,Electronics,927.1,8,7416.8,Credit Card,Physical,Completed,FALSE,40,Female,Conradmouth
T242216,C938,P36,STORE_40,2023-11-27,Electronics,141.57,3,424.71,Debit Card,Online,Completed,TRUE,39,Male,East Rachelfort
T242218,C1282,P1875,STORE_26,2024-07-11,Beauty,523.11,3,1569.33,Debit Card,Physical,Completed,TRUE,48,Female,New Mary
