transaction_id,customer_id,transaction_date,product_id,product_category,quantity,price_per_unit,total_amount,city,state
10862,C2038,2025-06-22,P102,Electronics,4,426.22,1704.88,South Amandaton,Tennessee
10863,C2018,2024-07-27,P302,Home & Kitchen,3,182.67,548.01,Debbiehaven,Georgia
10864,C3863,2025-06-29,P301,Home & Kitchen,1,169.01,169.01,Mooreburgh,North Carolina
10865,C3241,2025-02-12,P300,Home & Kitchen,2,283.65,567.3,East Gary,Kentucky
10866,C1704,2024-08-25,P302,Home & Kitchen,4,379.13,1516.52,North Chasestad,Tennessee
10867,C3204,2024-08-30,P400,Sports,3,182.38,547.14,North Caitlynchester,Delaware
10868,C3957,2025-02-08,P201,Clothing,3,59.64,178.92,North Wayne,Maine
10869,C3036,2024-08-03,P102,Electronics,4,163.33,653.32,East Shari,Kansas
10870,C3897,2024-10-17,P201,Clothing,2,139.69,279.38,Philipbury,Florida
10871,C2480,2025-03-10,P401,Sports,3,404.89,1214.67,Kimberlyport,Connecticut
10872,C1777,2025-03-31,P200,Clothing,3,17.8,53.4,Alyssafort,Delaware
10873,C3295,2024-12-14,P501,Beauty,5,353.11,1765.55,West Tylerside,Vermont
10874,C3533,2024-08-30,P302,Home & Kitchen,5,97.17,485.85,West Kristin,Vermont
10875,C3449,2025-02-26,P100,Electronics,1,54.37,54.37,Meyerfurt,Delaware
10876,C3182,2024-12-10,P401,Sports,2,360.79,721.58,Moralesbury,Montana
10877,C1424,2024-11-28,P301,Home & Kitchen,2,461.42,922.84,West Ryanfort,Vermont
10878,C2326,2025-05-20,P302,Home & Kitchen,5,485.67,2428.35,West Ericburgh,South Carolina
10879,C1634,2024-12-27,P201,Clothing,1,130.49,130.49,Smithport,Washington
10880,C3847,2025-07-08,P300,Home & Kitchen,4,119.99,479.96,Markberg,New Mexico
10881,C1884,2024-12-27,P200,Clothing,2,225.77,451.54,North Kevin,New York
10882,C1085,2024-07-19,P200,Clothing,3,129.4,388.2,Wilsonton,Pennsylvania
10883,C3257,2025-03-28,P501,Beauty,4,213.12,852.48,Williamsstad,Missouri
10884,C3124,2024-08-21,P500,Beauty,4,101.17,404.68,Carterside,Maine
10885,C2585,2024-09-21,P501,Beauty,5,445.42,2227.1,Gordonhaven,Hawaii
10886,C2079,2024-08-15,P302,Home & Kitchen,3,403.68,1211.04,West Thomasville,New Mexico
10887,C1961,2025-01-29,P401,Sports,3,451.03,1353.09,Davidstad,Connecticut
10888,C3839,2025-06-19,P302,Home & Kitchen,3,47.75,143.25,West Markview,California
10889,C3371,2025-04-17,P201,Clothing,2,399.82,799.64,Garrettmouth,Ohio
10890,C3192,2025-03-19,P200,Clothing,5,357.09,1785.45,Lake Ashley,Alaska
10891,C2426,2024-07-25,P300,Home & Kitchen,5,121.63,608.15,East Juliatown,Massachusetts
10892,C1217,2025-03-06,P500,Beauty,4,141.88,567.52,North Ambermouth,Mississippi
10893,C2786,2025-01-08,P402,Sports,4,253.6,1014.4,Loristad,Mississippi
10894,C3289,2024-11-26,P100,Electronics,1,284.38,284.38,Ashleeton,Missouri
10895,C1605,2024-12-23,P101,Electronics,4,435.11,1740.44,Parkville,Arizona
10896,C3944,2024-08-10,P102,Electronics,3,42.05,126.15,East Jennifer,New York
10897,C3980,2024-09-11,P302,Home & Kitchen,3,474.2,1422.6,Floresstad,Tennessee
10898,C3884,2025-03-30,P102,Electronics,5,250.5,1252.5,Lake Catherineborough,New Mexico
10899,C2269,2024-11-01,P201,Clothing,2,334.28,668.56,Joneshaven,Montana
10900,C3334,2024-09-28,P502,Beauty,3,171.96,515.88,Cynthiamouth,Connecticut
10901,C3790,2025-06-15,P501,Beauty,2,385.49,770.98,Lake Susan,New York
10902,C1216,2025-06-29,P501,Beauty,1,485.74,485.74,West Maryfort,Wyoming
10903,C1290,2024-07-24,P302,Home & Kitchen,1,389.56,389.56,Torresside,Washington
10904,C1660,2024-07-26,P500,Beauty,5,212.72,1063.6,Lake Jessica,New Jersey
10905,C1734,2024-08-25,P200,Clothing,5,389.13,1945.65,Lake Nicholasland,Rhode Island
10906,C2359,2025-03-21,P200,Clothing,4,367.05,1468.2,Donnabury,Alabama
10907,C3807,2025-04-08,P100,Electronics,4,291.26,1165.04,Courtneymouth,Vermont
10908,C1567,2025-05-04,P401,Sports,4,351.24,1404.96,West Dawn,Oklahoma
10909,C1726,2025-06-12,P300,Home & Kitchen,1,162.49,162.49,Johnton,Louisiana
10910,C2067,2025-05-06,P401,Sports,4,54.46,217.84,New Williamchester,Georgia
10911,C3651,2024-10-03,P400,Sports,2,182.09,364.18,Mariashire,Nebraska
10912,C3145,2024-10-15,P101,Electronics,4,378.39,1513.56,South Lauren,South Carolina
10913,C3281,2025-03-14,P300,Home & Kitchen,5,39.84,199.2,Johnmouth,Arkansas
10914,C1007,2025-05-07,P102,Electronics,3,56.79,170.37,Lake Ryanberg,New Mexico
10915,C2254,2024-08-09,P500,Beauty,1,170.16,170.16,East Jeffery,North Dakota
10916,C1284,2025-04-03,P102,Electronics,5,193.67,968.35,South Glenda,Georgia
10917,C3192,2025-06-24,P200,Clothing,5,254.12,1270.6,North Rachelbury,Oklahoma
10918,C1633,2024-08-09,P201,Clothing,1,437.33,437.33,West Lisa,Indiana
10919,C2805,2024-08-23,P501,Beauty,5,96.69,483.45,Stevenhaven,Pennsylvania
10920,C2823,2025-05-31,P202,Clothing,2,409.04,818.08,West Jennifer,New York
10921,C1492,2025-06-01,P102,Electronics,1,468.29,468.29,Millerbury,North Carolina
10922,C1738,2025-04-11,P301,Home & Kitchen,1,181.04,181.04,Patelmouth,Michigan
10923,C3038,2025-06-15,P502,Beauty,2,451.11,902.22,Theodoremouth,New York
10924,C2381,2025-05-28,P202,Clothing,2,498.7,997.4,South Kevinbury,New Hampshire
10925,C2834,2024-12-30,P402,Sports,5,417.57,2087.85,New James,Hawaii
10926,C2008,2024-12-25,P102,Electronics,5,42.08,210.4,Lake Carolynstad,Ohio
10927,C3010,2025-06-02,P300,Home & Kitchen,2,480.59,961.18,West Emily,Idaho
10928,C2967,2025-04-22,P201,Clothing,1,185.58,185.58,Lindseyfurt,Kentucky
10929,C3682,2025-05-02,P500,Beauty,5,54.57,272.85,Crystalview,North Dakota
10930,C3178,2024-11-21,P302,Home & Kitchen,5,291.79,1458.95,New Philip,Maine
10931,C2157,2024-10-07,P501,Beauty,5,325.17,1625.85,New Debbieport,North Dakota
10932,C2199,2024-11-08,P300,Home & Kitchen,4,384.13,1536.52,Reeveschester,Georgia
10933,C3008,2024-09-06,P401,Sports,4,194.76,779.04,South Darlene,South Carolina
10934,C2982,2025-02-19,P101,Electronics,1,167.54,167.54,Baxterbury,Georgia
10935,C2176,2025-04-07,P501,Beauty,3,253.83,761.49,Morrisonchester,South Carolina
10936,C1365,2024-09-25,P102,Electronics,1,102.16,102.16,Robertsfurt,Missouri
10937,C3625,2025-01-04,P302,Home & Kitchen,5,275.97,1379.85,Harrychester,Iowa
10938,C1193,2025-06-19,P302,Home & Kitchen,1,271.8,271.8,Kevinport,Maryland
10939,C3202,2024-08-02,P301,Home & Kitchen,2,182.37,364.74,Patriciashire,Michigan
10940,C3146,2025-05-05,P102,Electronics,4,371.88,1487.52,Joshuachester,New York
10941,C1183,2025-03-05,P202,Clothing,3,343.76,1031.28,Donaldmouth,Texas
10942,C1907,2024-12-18,P200,Clothing,4,475.48,1901.92,Huynhton,California
10943,C3339,2024-08-17,P300,Home & Kitchen,2,252.68,505.36,Romeroland,South Carolina
10944,C1843,2025-05-25,P500,Beauty,1,461.82,461.82,Yolandaton,Arkansas
10945,C3701,2025-06-10,P101,Electronics,1,453.15,453.15,Evelynhaven,Maine
10946,C2522,2025-04-15,P300,Home & Kitchen,4,415.02,1660.08,West Brettburgh,New Jersey
10947,C2008,2025-06-02,P400,Sports,2,79.42,158.84,Davidtown,West Virginia
10948,C2731,2024-08-28,P502,Beauty,3,442.15,1326.45,South Mariahaven,Wyoming
10949,C3676,2024-07-15,P502,Beauty,3,110.39,331.17,East Anna,Nebraska
10950,C2694,2024-08-01,P301,Home & Kitchen,1,213.78,213.78,Nathanside,New Jersey
10951,C2999,2025-05-07,P401,Sports,2,410.2,820.4,North Sean,Maine
10952,C2619,2024-10-28,P302,Home & Kitchen,1,317.0,317.0,West Duane,Wisconsin
10953,C3824,2025-03-26,P102,Electronics,4,73.16,292.64,Port Carlosbury,Georgia
10954,C3001,2025-06-19,P200,Clothing,1,66.49,66.49,Tammyhaven,Wyoming
10955,C2050,2025-04-08,P100,Electronics,5,170.42,852.1,West Elizabeth,Colorado
10956,C3335,2024-09-15,P401,Sports,5,150.36,751.8,Amandafort,Illinois
10957,C1827,2025-04-06,P300,Home & Kitchen,1,203.5,203.5,New Katherine,South Carolina
10958,C3122,2024-09-19,P102,Electronics,4,108.39,433.56,Johnstonchester,Georgia
10959,C1936,2025-06-30,P101,Electronics,4,63.58,254.32,New Robertstad,Maryland
10960,C3841,2024-10-06,P101,Electronics,2,50.97,101.94,North Christinebury,New Jersey
10961,C2794,2025-02-18,P100,Electronics,4,311.51,1246.04,East Marilyn,Maine
10962,C3715,2024-10-22,P201,Clothing,5,386.87,1934.35,West Ricky,Tennessee
10963,C1179,2025-04-24,P500,Beauty,2,365.21,730.42,North Amberville,Nevada
10964,C2027,2025-03-05,P500,Beauty,2,177.26,354.52,West Robert,Georgia
10965,C3638,2024-08-16,P201,Clothing,4,108.32,433.28,Lake Jamesfort,Montana
10966,C2195,2025-05-30,P101,Electronics,4,85.02,340.08,Scottfort,Hawaii
10967,C1796,2025-02-19,P500,Beauty,2,100.14,200.28,Gregoryport,Michigan
10968,C2804,2024-09-21,P302,Home & Kitchen,4,22.4,89.6,East Douglastown,Ohio
10969,C3280,2024-09-27,P100,Electronics,5,268.99,1344.95,Acostachester,Texas
10970,C1232,2024-09-16,P200,Clothing,5,482.45,2412.25,Emilyview,Hawaii
10971,C3188,2025-04-17,P102,Electronics,1,210.86,210.86,Christianchester,Missouri
10972,C2317,2024-11-29,P102,Electronics,2,364.8,729.6,Brownton,North Dakota
10973,C3802,2024-09-29,P300,Home & Kitchen,2,451.74,903.48,Lake Andrewmouth,Washington
10974,C1239,2024-09-06,P200,Clothing,4,11.68,46.72,Johnborough,Connecticut
10975,C3573,2025-06-03,P402,Sports,1,429.93,429.93,Lake Michael,Utah
10976,C3657,2025-02-25,P102,Electronics,5,46.22,231.1,West Scottville,California
10977,C3523,2024-08-14,P402,Sports,4,148.41,593.64,Taylormouth,Hawaii
10978,C3509,2025-04-18,P401,Sports,2,344.61,689.22,North Linda,North Carolina
10979,C1627,2025-03-12,P301,Home & Kitchen,4,244.77,979.08,New Mary,Idaho
10980,C2174,2024-10-04,P402,Sports,3,119.68,359.04,North Pamelaberg,West Virginia
10981,C2507,2025-02-24,P201,Clothing,3,442.15,1326.45,Robinsonshire,Nebraska
10982,C2883,2024-12-13,P101,Electronics,3,80.55,241.65,Lake Philipberg,Maine
10983,C2647,2024-08-30,P402,Sports,5,427.32,2136.6,Lake Nicholas,West Virginia
10984,C2662,2024-08-20,P202,Clothing,3,111.97,335.91,Schneiderside,Maine
10985,C2818,2024-09-24,P401,Sports,4,369.39,1477.56,Crystalside,Kansas
10986,C3725,2024-09-03,P401,Sports,3,175.52,526.56,Port Paulfort,Nebraska
10987,C1888,2024-09-21,P400,Sports,5,110.9,554.5,West Michelle,Louisiana
10988,C3987,2024-08-05,P202,Clothing,2,474.52,949.04,Port Jayview,Louisiana
10989,C2672,2025-04-11,P501,Beauty,4,278.62,1114.48,North Lauratown,Rhode Island
10990,C1578,2025-03-03,P302,Home & Kitchen,3,114.62,343.86,Rodriguezfurt,Nebraska
10991,C2230,2025-06-03,P400,Sports,5,329.6,1648.0,South Amanda,Utah
10992,C2383,2024-10-11,P501,Beauty,1,107.71,107.71,North Lisa,New Jersey
10993,C2768,2024-08-09,P500,Beauty,4,469.19,1876.76,East Mark,South Carolina
10994,C2580,2024-08-14,P201,Clothing,1,350.05,350.05,Jessicaberg,Connecticut
10995,C3787,2025-05-27,P502,Beauty,2,143.93,287.86,Leonardtown,Washington
10996,C1810,2025-02-21,P500,Beauty,4,291.78,1167.12,Julietown,Rhode Island
10997,C1534,2025-06-15,P201,Clothing,3,239.6,718.8,Espinozaville,Utah
10998,C3508,2025-06-23,P401,Sports,5,467.18,2335.9,Raymondberg,South Dakota
10999,C1267,2024-07-11,P502,Beauty,1,341.33,341.33,Johnside,Florida
11000,C1216,2025-02-22,P100,Electronics,1,460.88,460.88,Bentonstad,Connecticut
11001,C2461,2024-09-01,P300,Home & Kitchen,3,466.47,1399.41,Christophermouth,Virginia
11002,C2259,2025-01-28,P202,Clothing,2,479.4,958.8,Lake Sandraland,North Dakota
11003,C3389,2024-08-09,P101,Electronics,5,455.53,2277.65,Adammouth,New York
11004,C2186,2025-06-24,P401,Sports,3,354.77,1064.31,North Lydia,Maine
11005,C1622,2025-03-19,P300,Home & Kitchen,5,88.31,441.55,Josephville,Arkansas
11006,C3532,2025-06-23,P201,Clothing,1,270.83,270.83,Lake Stephen,Hawaii
11007,C2923,2024-08-01,P400,Sports,5,280.64,1403.2,Port Troychester,Hawaii
11008,C3719,2024-12-03,P302,Home & Kitchen,2,488.3,976.6,South Davidside,Maine
11009,C1555,2024-12-10,P201,Clothing,1,380.28,380.28,Trantown,Alabama
11010,C1081,2024-07-12,P401,Sports,4,243.67,974.68,Port Frankport,Vermont
11011,C3395,2024-09-01,P502,Beauty,3,466.16,1398.48,North Deanmouth,Wisconsin
11012,C3014,2025-04-15,P500,Beauty,4,448.05,1792.2,Ralphport,Nebraska
11013,C2515,2025-04-27,P501,Beauty,3,494.03,1482.09,Port David,Delaware
11014,C3774,2025-05-18,P100,Electronics,2,315.78,631.56,North Richard,South Carolina
11015,C3739,2025-06-14,P400,Sports,1,496.52,496.52,East Shelbystad,Pennsylvania
11016,C1340,2024-09-27,P202,Clothing,3,153.25,459.75,Staffordmouth,California
11017,C3417,2025-01-02,P302,Home & Kitchen,4,17.82,71.28,Janetmouth,Virginia
11018,C1786,2024-10-11,P400,Sports,3,427.11,1281.33,Port Ashleyfurt,South Carolina
11019,C1096,2025-03-25,P501,Beauty,5,453.1,2265.5,Brittanyshire,Oregon
11020,C1978,2024-10-16,P401,Sports,2,35.49,70.98,West Amandamouth,North Dakota
11021,C2382,2025-04-18,P301,Home & Kitchen,4,498.12,1992.48,West Matthew,Ohio
11022,C2363,2024-09-10,P101,Electronics,4,333.11,1332.44,New Jerry,Texas
11023,C3556,2024-11-26,P500,Beauty,2,437.3,874.6,East Lindsey,Oklahoma
11024,C2559,2025-03-31,P102,Electronics,5,19.41,97.05,North Jordan,Alaska
11025,C3847,2025-02-13,P201,Clothing,4,200.31,801.24,Williamhaven,Nevada
11026,C3099,2025-01-26,P302,Home & Kitchen,4,174.46,697.84,Stevenston,Tennessee
11027,C2418,2024-08-02,P401,Sports,3,74.85,224.55,Dianemouth,Connecticut
11028,C2092,2025-02-15,P302,Home & Kitchen,2,249.53,499.06,South Catherine,South Dakota
11029,C2305,2025-05-09,P101,Electronics,1,404.68,404.68,Kellerbury,Wisconsin
11030,C1438,2025-02-07,P500,Beauty,1,407.27,407.27,New Justinburgh,Montana
11031,C1630,2025-06-06,P200,Clothing,2,192.96,385.92,Lake David,North Carolina
11032,C1039,2024-07-18,P500,Beauty,1,433.21,433.21,East Hunterfurt,Missouri
11033,C3529,2024-09-01,P102,Electronics,3,436.38,1309.14,Nicholsonmouth,Maryland
11034,C2887,2025-05-25,P100,Electronics,5,316.8,1584.0,North Jeffreyborough,Washington
11035,C1230,2025-04-15,P302,Home & Kitchen,1,310.16,310.16,Christopherborough,Utah
11036,C3941,2024-07-15,P200,Clothing,1,100.93,100.93,Lake Michael,South Dakota
11037,C1954,2024-09-29,P100,Electronics,4,397.88,1591.52,New Stephanie,Washington
11038,C3561,2025-03-02,P200,Clothing,1,199.58,199.58,East John,Arkansas
11039,C3900,2024-12-10,P500,Beauty,4,410.6,1642.4,South Rickyburgh,Nevada
11040,C3996,2024-09-26,P402,Sports,2,239.91,479.82,Oliviafurt,Oregon
11041,C1025,2024-08-19,P500,Beauty,4,100.61,402.44,Wrightland,Vermont
11042,C3220,2025-03-27,P100,Electronics,2,139.0,278.0,South Christopher,North Dakota
11043,C1310,2025-02-09,P500,Beauty,1,354.41,354.41,West Antoniofurt,South Carolina
11044,C1932,2024-11-09,P200,Clothing,3,380.58,1141.74,West Jesse,Iowa
11045,C2688,2024-09-01,P201,Clothing,5,155.39,776.95,Timland,Alabama
11046,C2027,2025-02-22,P502,Beauty,3,116.95,350.85,Fowlerton,Massachusetts
11047,C3682,2025-07-05,P302,Home & Kitchen,2,269.97,539.94,Pamelabury,West Virginia
11048,C1257,2025-05-08,P301,Home & Kitchen,2,41.68,83.36,Mitchellfort,Vermont
11049,C2761,2024-10-02,P401,Sports,1,313.72,313.72,Claytonview,Connecticut
11050,C3762,2024-07-23,P102,Electronics,4,15.88,63.52,West Staceyshire,West Virginia
11051,C2480,2024-08-22,P101,Electronics,5,387.98,1939.9,Lake Tom,Texas
11052,C3978,2025-03-21,P502,Beauty,1,288.91,288.91,New Susan,Florida
11053,C2967,2025-01-21,P301,Home & Kitchen,3,373.67,1121.01,Christopherfurt,Arkansas
11054,C2283,2024-09-20,P301,Home & Kitchen,3,384.07,1152.21,East Kennethview,Tennessee
11055,C1698,2024-12-01,P502,Beauty,2,121.77,243.54,Tammymouth,Oklahoma
11056,C2890,2025-05-29,P102,Electronics,3,210.77,632.31,Lake Johnnytown,New York
11057,C2902,2024-09-28,P301,Home & Kitchen,4,435.65,1742.6,Romerochester,Kansas
11058,C2579,2024-08-11,P400,Sports,2,371.55,743.1,New Stephenchester,Rhode Island
11059,C2562,2025-06-28,P400,Sports,2,396.25,792.5,Johnmouth,Nebraska
11060,C3710,2025-04-17,P201,Clothing,3,16.84,50.52,East Margaret,Tennessee
11061,C1888,2024-07-13,P200,Clothing,5,473.56,2367.8,Alexandermouth,Illinois
11062,C2109,2025-03-17,P100,Electronics,4,241.42,965.68,Solomonton,Maryland
11063,C1648,2025-03-16,P300,Home & Kitchen,1,253.69,253.69,Alyssaland,Virginia
11064,C2992,2025-06-18,P302,Home & Kitchen,3,121.59,364.77,Lake Shannonchester,Connecticut
11065,C1654,2024-10-17,P502,Beauty,4,222.1,888.4,Morrisonfurt,New Mexico
11066,C1434,2025-04-06,P402,Sports,1,183.15,183.15,Lake Nicholas,Mississippi
11067,C1579,2025-04-22,P101,Electronics,4,307.83,1231.32,Elizabethmouth,Illinois
11068,C2705,2025-04-28,P202,Clothing,4,403.77,1615.08,Kennethside,Texas
11069,C2386,2024-08-12,P400,Sports,3,319.44,958.32,Jerryfort,Wisconsin
11070,C1499,2024-12-22,P302,Home & Kitchen,5,220.21,1101.05,Prestonberg,Alaska
11071,C3968,2025-04-09,P500,Beauty,5,148.13,740.65,North Miranda,New Mexico
11072,C2939,2025-06-23,P302,Home & Kitchen,2,191.09,382.18,Saundersfurt,Hawaii
11073,C2008,2024-08-29,P100,Electronics,4,191.3,765.2,New Brian,Nevada
11074,C2280,2025-06-05,P201,Clothing,2,455.97,911.94,Lake Elizabethbury,Arizona
11075,C2356,2024-11-11,P401,Sports,5,176.97,884.85,Brandonfort,Maryland
11076,C3344,2024-07-30,P200,Clothing,3,392.98,1178.94,Ryanshire,Wyoming
11077,C2020,2024-08-06,P202,Clothing,5,308.6,1543.0,East Erin,Arkansas
11078,C2283,2025-05-05,P402,Sports,4,446.37,1785.48,North Karlaborough,Rhode Island
11079,C3554,2024-11-25,P500,Beauty,4,377.59,1510.36,West Kellyton,New Hampshire
11080,C3468,2025-01-24,P300,Home & Kitchen,5,250.56,1252.8,Tinafurt,Kansas
11081,C1791,2025-03-16,P300,Home & Kitchen,4,200.89,803.56,Rickyville,South Dakota
11082,C1241,2025-06-12,P302,Home & Kitchen,2,188.25,376.5,Horneview,New Mexico
11083,C2340,2025-03-28,P400,Sports,2,320.2,640.4,New Derek,Kentucky
11084,C2117,2025-03-06,P302,Home & Kitchen,4,285.32,1141.28,East Meganton,Wisconsin
11085,C3196,2024-11-11,P301,Home & Kitchen,3,306.34,919.02,North Jasonburgh,Arkansas
11086,C3447,2025-06-09,P202,Clothing,2,479.29,958.58,Nobleland,Vermont
11087,C1798,2024-07-22,P500,Beauty,3,369.38,1108.14,North Nathanberg,Colorado
11088,C2540,2024-11-19,P502,Beauty,3,131.63,394.89,New Lauraton,Maine
11089,C1836,2025-02-04,P402,Sports,1,156.11,156.11,Lake Davidhaven,West Virginia
11090,C3637,2024-08-28,P201,Clothing,1,24.12,24.12,South Kirsten,California
11091,C1604,2025-02-15,P400,Sports,3,237.82,713.46,West Laura,Rhode Island
11092,C3432,2024-10-24,P402,Sports,4,282.08,1128.32,West Patrick,North Dakota
11093,C2867,2025-01-14,P401,Sports,1,469.08,469.08,Pruitttown,Nebraska
11094,C1667,2025-05-06,P300,Home & Kitchen,5,232.13,1160.65,New Davidport,Maine
11095,C1507,2025-06-14,P500,Beauty,3,478.49,1435.47,East Tom,Georgia
11096,C1580,2024-12-28,P101,Electronics,5,243.78,1218.9,Royfurt,Alabama
11097,C3575,2025-05-19,P302,Home & Kitchen,4,279.56,1118.24,Kathymouth,Arkansas
11098,C2337,2024-08-10,P402,Sports,3,203.81,611.43,North Erikafort,Arizona
11099,C3328,2025-06-14,P500,Beauty,3,168.77,506.31,Barbarashire,New York
11100,C3923,2024-08-30,P102,Electronics,1,364.16,364.16,East Jillside,Indiana
11101,C1573,2024-07-23,P201,Clothing,1,464.2,464.2,Jonathonfort,Delaware
11102,C3923,2025-04-04,P200,Clothing,5,90.06,450.3,Lake Michaelchester,Nevada
11103,C2385,2025-02-23,P200,Clothing,3,486.44,1459.32,South Meghan,Nebraska
11104,C3017,2025-05-22,P101,Electronics,3,377.92,1133.76,Stoneland,Minnesota
11105,C3628,2025-01-30,P402,Sports,1,267.09,267.09,North Robert,Maine
11106,C1366,2025-06-15,P402,Sports,2,278.57,557.14,West April,West Virginia
11107,C2068,2025-06-28,P201,Clothing,2,66.47,132.94,Calebport,South Carolina
11108,C3284,2024-12-23,P200,Clothing,1,325.93,325.93,Lake Ianbury,Montana
11109,C1172,2025-01-28,P100,Electronics,2,244.56,489.12,Duranbury,Michigan
11110,C1563,2025-05-01,P200,Clothing,2,477.67,955.34,East Carrietown,Vermont
11111,C3598,2025-03-16,P501,Beauty,3,199.89,599.67,Port Jennifer,Montana
11112,C3016,2024-08-14,P400,Sports,5,385.11,1925.55,South Teresa,Hawaii
11113,C1164,2024-09-16,P102,Electronics,4,279.52,1118.08,Walkerburgh,Arkansas
11114,C3386,2024-10-11,P202,Clothing,1,112.33,112.33,North Vanessa,New Jersey
11115,C3382,2025-05-26,P400,Sports,3,353.89,1061.67,Paynefurt,Oregon
11116,C1623,2025-01-28,P302,Home & Kitchen,2,204.62,409.24,Hernandezbury,Georgia
11117,C3278,2025-07-01,P500,Beauty,5,147.89,739.45,Sarastad,Virginia
11118,C1825,2025-06-26,P302,Home & Kitchen,4,88.33,353.32,Port Kristen,Missouri
11119,C2066,2025-05-26,P501,Beauty,3,105.93,317.79,Camposville,Colorado
11120,C2824,2024-12-24,P400,Sports,3,231.31,693.93,Port David,South Carolina
11121,C1838,2025-04-26,P502,Beauty,5,387.31,1936.55,Wardview,Minnesota
11122,C1437,2024-12-26,P200,Clothing,1,199.85,199.85,North Brandon,Maryland
11123,C2223,2025-06-20,P200,Clothing,5,370.49,1852.45,East Susanside,Florida
11124,C1222,2025-07-02,P202,Clothing,3,186.86,560.58,Wardmouth,New Mexico
11125,C1097,2025-07-09,P202,Clothing,3,116.23,348.69,Youngchester,Wisconsin
11126,C2367,2025-02-14,P300,Home & Kitchen,2,416.5,833.0,New Sarah,Indiana
11127,C2875,2024-07-15,P201,Clothing,4,362.78,1451.12,Rebeccahaven,Alaska
11128,C2966,2024-12-19,P402,Sports,2,461.2,922.4,East Tinahaven,Rhode Island
11129,C3732,2024-08-09,P502,Beauty,3,399.55,1198.65,Cunninghammouth,South Carolina
11130,C1001,2025-03-30,P200,Clothing,5,62.56,312.8,Pageview,California
11131,C2123,2025-01-21,P102,Electronics,1,430.01,430.01,Brandontown,Mississippi
11132,C3326,2025-03-21,P101,Electronics,4,196.9,787.6,East Tiffany,Georgia
11133,C3645,2025-03-08,P200,Clothing,1,190.34,190.34,South Jeffrey,Mississippi
11134,C2710,2024-09-17,P201,Clothing,3,47.29,141.87,Clarkhaven,West Virginia
11135,C2237,2024-07-14,P101,Electronics,1,450.28,450.28,Port Willie,South Dakota
11136,C1838,2024-12-20,P201,Clothing,4,465.76,1863.04,Yangburgh,Virginia
11137,C2951,2024-11-01,P102,Electronics,1,441.34,441.34,Whitakerview,Arkansas
11138,C1961,2024-09-02,P200,Clothing,1,52.19,52.19,Martinfurt,Oklahoma
11139,C1092,2024-10-08,P402,Sports,5,143.84,719.2,South Christinechester,West Virginia
11140,C1627,2024-11-28,P501,Beauty,1,368.4,368.4,East Elizabeth,Missouri
11141,C1122,2024-12-14,P200,Clothing,4,342.23,1368.92,New Sharonchester,Ohio
11142,C2689,2024-09-23,P101,Electronics,4,416.92,1667.68,West Patrickborough,Arizona
11143,C3689,2025-05-27,P200,Clothing,5,449.73,2248.65,East Cynthia,Rhode Island
11144,C1830,2024-08-15,P101,Electronics,3,362.25,1086.75,North Amanda,Illinois
11145,C1770,2024-11-09,P300,Home & Kitchen,3,481.96,1445.88,Nathanmouth,West Virginia
11146,C3663,2024-11-13,P202,Clothing,4,407.07,1628.28,Baileyland,Nevada
11147,C3879,2024-11-13,P102,Electronics,4,283.88,1135.52,West Rachel,Connecticut
11148,C1362,2025-05-24,P400,Sports,1,150.39,150.39,Laneland,New Mexico
11149,C3230,2024-09-03,P501,Beauty,4,412.15,1648.6,Kaitlynfort,Colorado
11150,C3214,2024-08-23,P201,Clothing,3,365.84,1097.52,Lake Robert,Indiana
11151,C3376,2024-12-26,P201,Clothing,3,209.43,628.29,East Christopherbury,Georgia
11152,C2197,2024-07-25,P401,Sports,4,491.92,1967.68,West Debbiehaven,Oregon
11153,C2670,2025-03-21,P202,Clothing,4,341.1,1364.4,Port Chadview,Delaware
11154,C1563,2025-06-20,P301,Home & Kitchen,1,305.05,305.05,Crystalfort,Michigan
11155,C3208,2024-11-17,P301,Home & Kitchen,4,230.88,923.52,North Kennethburgh,Idaho
11156,C3560,2025-01-25,P200,Clothing,3,258.11,774.33,Flowersview,Tennessee
11157,C1653,2025-04-27,P202,Clothing,3,274.7,824.1,Michealport,Arkansas
11158,C2623,2024-07-16,P500,Beauty,2,414.1,828.2,Nicoleport,Maryland
11159,C3228,2024-07-15,P101,Electronics,1,495.35,495.35,Trevorstad,South Carolina
11160,C2043,2024-11-29,P102,Electronics,1,291.98,291.98,South Eriktown,West Virginia
11161,C3801,2024-09-06,P502,Beauty,2,372.46,744.92,Lake Caleb,Kentucky
11162,C2529,2024-08-04,P301,Home & Kitchen,1,169.49,169.49,New Yolanda,Florida
11163,C2608,2024-09-26,P501,Beauty,5,331.88,1659.4,West Courtney,Maine
11164,C3817,2024-12-13,P202,Clothing,3,377.41,1132.23,North Theodore,New Jersey
11165,C3842,2025-03-26,P100,Electronics,4,86.29,345.16,Toddtown,Texas
11166,C3066,2025-05-25,P202,Clothing,1,447.66,447.66,Dayland,Arkansas
11167,C3846,2024-12-31,P101,Electronics,2,458.76,917.52,Alvarezhaven,Utah
11168,C1857,2024-10-01,P300,Home & Kitchen,4,158.4,633.6,Port Elizabethshire,Maine
11169,C1782,2025-06-18,P502,Beauty,1,476.26,476.26,Tylerfort,Hawaii
