loyalty_id,customer_id,loyalty_signup_date,loyalty_tier,total_points
L5626,C2759,2024/12/02,Gold,5948
L5627,C2049,2025/03/19,Gold,5362
L5628,C1897,2024/05/18,Silver,9705
L5629,C1294,2023/09/27,Gold,447
L5630,C1866,2024/08/01,Gold,3377
L5631,C3819,2023/11/09,Silver,230
L5632,C1723,2023/07/23,Gold,2035
L5633,C1347,2024/10/16,Platinum,7335
L5634,C1842,2024/09/13,Gold,3220
L5635,C2928,2024/04/30,Gold,7822
L5636,C3890,2023/09/09,Silver,3016
L5637,C2265,2024/05/05,Platinum,2143
L5638,C1130,2024/02/06,Platinum,8436
L5639,C2335,2025/03/22,Gold,5570
L5640,C2255,2025/02/14,Gold,5924
L5641,C1051,2023/10/04,Gold,1378
L5642,C3296,2024/03/24,Silver,725
L5643,C3689,2024/02/07,Platinum,8062
L5644,C2534,2024/05/02,Gold,4065
L5645,C3202,2023/09/25,Platinum,7628
L5646,C3827,2024/03/01,Silver,9477
L5647,C3068,2025/04/05,Platinum,3225
L5648,C3030,2023/07/14,Platinum,3565
L5649,C1636,2025/06/26,Silver,9447
L5650,C3214,2025/06/04,Silver,346
L5651,C3484,2024/11/30,Silver,7223
L5652,C1917,2023/07/26,Platinum,902
L5653,C1976,2023/11/08,Silver,9147
L5654,C3708,2023/11/11,Silver,7791
L5655,C1507,2024/11/12,Silver,2994
L5656,C3000,2025/01/06,Platinum,644
L5657,C1852,2024/09/27,Platinum,3797
L5658,C1684,2024/08/07,Silver,5562
L5659,C3788,2024/04/06,Silver,743
L5660,C2217,2024/08/14,Platinum,1128
L5661,C1141,2024/04/21,Silver,8714
L5662,C3464,2023/09/28,Silver,4733
L5663,C3720,2025/06/12,Gold,8350
L5664,C3818,2023/10/05,Silver,3315
L5665,C1098,2023/11/12,Platinum,8992
L5666,C2583,2024/08/23,Silver,6318
L5667,C2223,2024/10/03,Platinum,2459
L5668,C2824,2023/12/23,Gold,2372
L5669,C2531,2024/04/20,Platinum,4556
L5670,C3004,2024/10/21,Silver,1242
L5671,C2186,2024/08/06,Silver,2959
L5672,C3015,2024/04/27,Silver,2747
L5673,C3562,2025/06/18,Silver,9267
L5674,C3783,2025/02/21,Gold,7607
L5675,C3648,2024/11/13,Silver,8920
L5676,C2542,2025/01/18,Gold,5486
L5677,C3508,2025/03/13,Silver,2788
L5678,C2848,2024/08/18,Platinum,6504
L5679,C2853,2025/06/17,Silver,6694
L5680,C3071,2023/10/20,Gold,8520
L5681,C1253,2025/01/09,Platinum,4725
L5682,C3831,2024/10/04,Platinum,9982
L5683,C1450,2024/10/27,Gold,2305
L5684,C3089,2025/06/25,Gold,4371
L5685,C2507,2023/09/04,Gold,1319
L5686,C3081,2023/09/08,Platinum,1055
L5687,C2166,2023/07/19,Platinum,3366
L5688,C3832,2024/07/25,Silver,3218
L5689,C1980,2025/06/08,Silver,8984
L5690,C1638,2023/10/07,Platinum,1438
L5691,C3850,2023/08/11,Platinum,1268
L5692,C3566,2025/05/28,Gold,1152
L5693,C1250,2023/08/17,Gold,3172
L5694,C1231,2023/07/31,Gold,5593
L5695,C3700,2024/12/27,Gold,4935
L5696,C1442,2025/06/12,Platinum,4031
L5697,C3384,2024/01/06,Platinum,1407
L5698,C3015,2023/07/28,Silver,4442
L5699,C2743,2024/07/16,Gold,2739
L5700,C1368,2024/09/08,Platinum,3159
L5701,C3494,2024/07/21,Gold,4950
L5702,C1572,2024/07/12,Gold,5750
L5703,C3074,2024/04/22,Platinum,8559
L5704,C1589,2025/01/06,Silver,7229
L5705,C3780,2023/11/04,Silver,8066
L5706,C1899,2025/04/22,Gold,3240
L5707,C1927,2024/02/19,Silver,8038
L5708,C3778,2025/02/23,Silver,2135
L5709,C1516,2025/06/21,Silver,4085
L5710,C3513,2024/06/05,Silver,8691
L5711,C2893,2025/01/03,Gold,7342
L5712,C1660,2024/06/25,Gold,4624
L5713,C3765,2024/03/05,Platinum,5060
L5714,C3397,2024/04/02,Silver,7215
L5715,C3424,2025/03/31,Silver,2237
L5716,C3189,2025/04/02,Silver,3472
L5717,C2530,2025/05/02,Platinum,1750
L5718,C2146,2023/08/05,Gold,9004
L5719,C2618,2024/12/17,Silver,4620
L5720,C2877,2024/10/13,Gold,7530
L5721,C2061,2024/10/14,Silver,7128
L5722,C1460,2024/04/18,Gold,8200
L5723,C2566,2025/02/11,Silver,7170
L5724,C3632,2025/07/09,Gold,6106
L5725,C3564,2023/12/31,Gold,4614
L5726,C1975,2024/07/12,Gold,6358
L5727,C3290,2024/02/01,Silver,503
L5728,C2808,2024/02/04,Platinum,2582
L5729,C2475,2024/09/19,Silver,183
L5730,C2085,2023/11/23,Silver,4118
L5731,C3634,2024/12/05,Gold,8727
L5732,C2060,2024/09/08,Gold,6743
L5733,C3280,2025/05/20,Gold,337
L5734,C3690,2024/08/01,Platinum,24
L5735,C2221,2025/06/23,Silver,7421
L5736,C2057,2025/04/13,Platinum,9242
L5737,C3278,2023/12/04,Gold,1485
L5738,C1983,2025/02/24,Platinum,3683
L5739,C2893,2025/04/16,Silver,8431
L5740,C3298,2024/02/18,Platinum,506
L5741,C2067,2024/10/11,Platinum,524
L5742,C2116,2024/11/24,Gold,774
L5743,C2660,2024/03/10,Platinum,7878
L5744,C1937,2024/10/09,Gold,3209
L5745,C1699,2025/05/03,Platinum,5014
L5746,C3916,2024/07/06,Silver,231
L5747,C1855,2024/08/30,Gold,6294
L5748,C2830,2024/12/06,Silver,4325
L5749,C3129,2025/05/22,Silver,522
L5750,C1280,2024/04/14,Platinum,7001
L5751,C3644,2025/04/08,Gold,7851
L5752,C2729,2024/04/09,Silver,8224
L5753,C3866,2024/10/26,Gold,8027
L5754,C3029,2025/04/29,Gold,3253
L5755,C3272,2023/12/13,Platinum,1157
L5756,C3701,2024/03/15,Silver,4644
L5757,C1488,2024/06/24,Gold,4697
L5758,C1748,2025/04/21,Gold,1992
L5759,C2678,2024/11/02,Gold,7841
L5760,C1294,2023/10/25,Platinum,3184
L5761,C3591,2024/01/24,Silver,8766
L5762,C3734,2024/05/24,Platinum,4098
L5763,C2200,2024/05/04,Silver,8954
L5764,C1548,2025/04/30,Gold,8856
L5765,C2491,2025/04/29,Platinum,6186
L5766,C3109,2024/04/20,Silver,1167
L5767,C2930,2024/03/09,Gold,8934
L5768,C1657,2024/07/27,Gold,6191
L5769,C3829,2024/06/02,Platinum,1983
L5770,C1232,2024/01/20,Silver,4841
L5771,C3544,2024/01/24,Platinum,2157
L5772,C1020,2024/01/01,Silver,2974
L5773,C2397,2024/11/13,Platinum,56
L5774,C2810,2024/01/07,Platinum,9756
L5775,C2346,2024/07/01,Gold,5847
L5776,C1427,2023/12/22,Platinum,6099
L5777,C1316,2025/05/20,Gold,6210
L5778,C3779,2024/09/05,Silver,4137
L5779,C3710,2024/12/01,Silver,5911
L5780,C2340,2024/01/02,Gold,3199
L5781,C3385,2024/02/28,Platinum,4634
L5782,C1294,2024/08/23,Gold,110
L5783,C2390,2025/01/10,Silver,8660
L5784,C3027,2025/07/10,Silver,285
L5785,C1332,2023/08/17,Gold,6291
L5786,C3262,2025/03/29,Silver,1096
L5787,C1585,2023/08/04,Gold,3371
L5788,C3715,2025/06/07,Platinum,2446
L5789,C1075,2023/07/17,Platinum,4042
L5790,C1277,2023/11/17,Platinum,7636
L5791,C1887,2024/04/19,Platinum,9018
L5792,C1097,2024/06/12,Silver,2092
L5793,C1582,2024/05/08,Gold,8345
L5794,C2634,2024/08/23,Platinum,2050
L5795,C1608,2023/10/10,Platinum,2629
L5796,C1928,2023/10/27,Platinum,595
L5797,C1169,2025/03/23,Silver,1560
L5798,C3493,2024/05/06,Silver,129
L5799,C1644,2025/02/13,Gold,5975
L5800,C2165,2023/08/18,Silver,1074
L5801,C2245,2025/02/14,Gold,8120
L5802,C2754,2024/01/16,Silver,6272
L5803,C3687,2025/07/08,Gold,7861
L5804,C1606,2024/11/02,Platinum,5565
L5805,C2013,2024/10/01,Platinum,3869
L5806,C3286,2024/02/26,Platinum,4192
L5807,C1709,2024/01/03,Gold,4676
L5808,C1228,2025/01/10,Silver,8242
L5809,C3135,2023/08/25,Gold,1337
L5810,C2824,2023/10/16,Gold,3038
L5811,C1014,2024/11/14,Gold,5984
L5812,C1734,2024/02/07,Gold,6145
L5813,C3947,2024/04/11,Silver,6469
L5814,C1814,2023/07/31,Platinum,8681
L5815,C3741,2025/03/28,Silver,3164
L5816,C1279,2024/03/31,Silver,6906
L5817,C1767,2023/08/21,Silver,3589
L5818,C3853,2023/08/16,Platinum,904
L5819,C3324,2025/01/20,Platinum,6794
L5820,C2602,2025/03/15,Silver,2693
L5821,C3422,2025/04/14,Silver,6800
L5822,C1950,2025/07/04,Platinum,4915
L5823,C2974,2024/08/16,Platinum,94
L5824,C1485,2023/12/26,Platinum,3908
L5825,C2644,2024/01/15,Silver,5737
L5826,C1641,2024/03/24,Gold,7805
L5827,C2688,2024/07/04,Gold,3011
L5828,C2782,2024/08/26,Gold,9752
L5829,C1812,2023/07/30,Platinum,955
L5830,C3634,2023/11/14,Gold,1081
L5831,C1920,2024/05/10,Silver,9869
L5832,C3945,2024/11/05,Platinum,7893
L5833,C2384,2024/09/24,Platinum,3929
L5834,C1941,2024/01/24,Gold,7939
L5835,C1860,2023/09/10,Platinum,6230
L5836,C1489,2024/10/20,Silver,6128
L5837,C1011,2023/09/13,Platinum,4903
L5838,C3878,2025/02/26,Gold,769
L5839,C2552,2023/10/17,Platinum,5040
L5840,C2249,2025/05/18,Silver,5742
L5841,C1361,2024/03/15,Silver,9122
L5842,C2705,2024/06/16,Platinum,9078
L5843,C1999,2024/10/17,Platinum,8826
L5844,C2434,2023/07/22,Platinum,6018
L5845,C1410,2025/03/05,Silver,9901
L5846,C3509,2023/12/12,Silver,6792
L5847,C2444,2023/08/04,Silver,718
L5848,C1364,2025/02/06,Gold,9926
L5849,C2365,2024/12/29,Platinum,9913
L5850,C1678,2023/09/03,Platinum,9051
L5851,C3145,2024/07/09,Gold,7135
L5852,C3834,2023/10/03,Silver,9799
L5853,C2407,2025/07/10,Gold,2824
L5854,C2440,2025/02/01,Platinum,8456
L5855,C1873,2024/07/31,Platinum,4730
L5856,C3337,2024/09/20,Platinum,5976
L5857,C2634,2025/02/14,Gold,6777
L5858,C1882,2023/12/24,Gold,2838
L5859,C2153,2025/02/25,Silver,8860
L5860,C1195,2023/08/28,Platinum,5261
L5861,C3692,2023/12/02,Platinum,8193
L5862,C1141,2023/09/28,Platinum,3141
L5863,C2830,2025/06/22,Gold,7125
L5864,C2506,2024/03/18,Platinum,443
L5865,C2978,2024/03/09,Platinum,3829
L5866,C3777,2025/04/12,Gold,3998
L5867,C2040,2024/05/26,Platinum,3255
L5868,C3136,2023/10/12,Platinum,3438
L5869,C2148,2024/07/04,Platinum,8610
L5870,C1887,2024/08/07,Silver,3659
L5871,C2812,2025/02/08,Silver,2782
L5872,C2368,2023/12/26,Platinum,9162
L5873,C2172,2025/04/15,Platinum,5825
L5874,C2204,2024/09/18,Platinum,3928
L5875,C1299,2024/05/22,Platinum,3561
L5876,C2999,2023/09/08,Gold,3043
L5877,C1246,2025/06/23,Silver,8890
L5878,C1543,2025/03/23,Platinum,1313
L5879,C3565,2025/05/01,Platinum,631
L5880,C3100,2025/01/23,Platinum,9034
L5881,C3599,2024/12/09,Gold,3887
L5882,C3205,2024/09/07,Silver,2874
L5883,C3919,2023/08/21,Platinum,1499
L5884,C3881,2024/07/03,Silver,2308
L5885,C1327,2025/01/17,Silver,1521
L5886,C3358,2023/08/04,Silver,374
L5887,C3595,2025/06/12,Gold,5943
L5888,C1764,2024/11/01,Platinum,7893
L5889,C3292,2025/04/23,Platinum,6502
L5890,C1605,2024/12/27,Platinum,8855
L5891,C2156,2024/07/15,Gold,8282
L5892,C3789,2025/01/11,Silver,5545
L5893,C3154,2024/03/11,Platinum,6536
L5894,C3273,2023/07/29,Gold,9935
L5895,C2028,2025/01/29,Silver,1525
L5896,C2984,2024/07/30,Platinum,2610
L5897,C2723,2025/05/03,Platinum,590
L5898,C3096,2024/03/16,Silver,1616
L5899,C1863,2024/04/03,Platinum,5241
L5900,C3494,2023/10/20,Silver,2807
L5901,C3318,2024/08/16,Platinum,2658
L5902,C3819,2024/05/18,Silver,1986
L5903,C1034,2024/06/27,Gold,8267
L5904,C2179,2024/11/06,Gold,7159
L5905,C3872,2024/09/11,Platinum,5590
L5906,C2556,2024/04/05,Platinum,1664
L5907,C2811,2024/06/29,Platinum,1449
L5908,C3206,2024/08/03,Silver,3542
L5909,C1689,2024/02/29,Gold,3427
L5910,C3242,2023/10/10,Platinum,2131
L5911,C3682,2024/12/01,Gold,9221
L5912,C2930,2024/01/09,Platinum,4485
L5913,C1342,2024/01/29,Silver,9261
L5914,C3670,2024/11/11,Platinum,7192
L5915,C1940,2025/03/01,Silver,8175
L5916,C3024,2023/11/21,Silver,6160
L5917,C2822,2023/11/30,Gold,7033
L5918,C1441,2025/05/05,Gold,9380
L5919,C3772,2023/08/22,Silver,4652
L5920,C3764,2024/01/12,Platinum,5149
L5921,C3235,2024/09/12,Gold,6012
L5922,C3714,2024/11/24,Silver,1860
L5923,C1286,2024/05/25,Silver,5112
L5924,C2132,2024/01/26,Silver,5670
L5925,C2092,2025/03/21,Silver,971
L5926,C2788,2025/03/22,Silver,1436
L5927,C3610,2023/11/04,Platinum,8156
L5928,C2140,2023/08/20,Platinum,8596
L5929,C1371,2025/07/04,Platinum,347
L5930,C3503,2025/02/02,Gold,448
L5931,C3008,2025/01/23,Gold,928
L5932,C3986,2023/08/08,Gold,5815
L5933,C2712,2024/03/13,Gold,1022
L5934,C1459,2025/05/01,Gold,4020
L5935,C3250,2025/04/23,Platinum,5682
L5936,C2932,2024/01/20,Silver,1124
L5937,C3504,2024/09/09,Platinum,6732
L5938,C3187,2023/11/13,Gold,7532
L5939,C3824,2024/10/25,Silver,9031
L5940,C1421,2025/03/19,Gold,5863
L5941,C1153,2023/08/21,Platinum,2222
L5942,C3729,2024/10/14,Silver,7314
L5943,C3921,2023/11/07,Platinum,3921
L5944,C3062,2023/08/05,Gold,2749
L5945,C2546,2024/05/27,Silver,5946
L5946,C3870,2025/05/01,Silver,2635
L5947,C2411,2024/10/20,Gold,5603
L5948,C3222,2025/05/27,Platinum,9463
L5949,C1873,2024/06/18,Platinum,1930
L5950,C2799,2025/07/08,Silver,529
L5951,C3428,2024/06/11,Silver,1227
L5952,C3902,2024/05/27,Platinum,1208
L5953,C1919,2025/01/06,Gold,7129
L5954,C3223,2024/01/28,Platinum,181
L5955,C1210,2024/06/16,Platinum,3750
L5956,C2695,2023/12/30,Platinum,1500
L5957,C2491,2024/04/08,Gold,4494
L5958,C1603,2024/12/11,Gold,925
L5959,C1645,2025/03/24,Gold,8047
L5960,C2620,2024/10/11,Platinum,1108
L5961,C2385,2024/06/17,Silver,9198
L5962,C3707,2024/03/05,Silver,9595
L5963,C1995,2024/12/14,Silver,1461
L5964,C3723,2024/02/09,Silver,4468
L5965,C1947,2023/08/18,Gold,7514
L5966,C2129,2024/01/15,Gold,5369
L5967,C3539,2025/04/15,Silver,3518
L5968,C1380,2025/03/11,Gold,3170
L5969,C3082,2024/01/22,Silver,2918
L5970,C3246,2024/08/04,Platinum,8876
L5971,C2667,2024/07/19,Silver,4601
L5972,C3401,2025/03/19,Platinum,1
L5973,C3392,2024/09/18,Silver,4978
L5974,C3259,2023/08/01,Platinum,8460
L5975,C2377,2025/03/10,Gold,5800
L5976,C3019,2023/11/04,Gold,9383
L5977,C3416,2025/05/08,Platinum,4379
L5978,C2885,2025/06/02,Platinum,3943
L5979,C3248,2025/02/20,Platinum,985
L5980,C3713,2024/12/01,Silver,5844
L5981,C2247,2024/07/16,Gold,4441
L5982,C1076,2024/07/22,Platinum,6836
L5983,C3544,2023/07/22,Platinum,1480
L5984,C3471,2023/09/19,Gold,7191
L5985,C3943,2024/07/04,Gold,6015
L5986,C3729,2023/10/21,Gold,6201
L5987,C2971,2024/08/25,Gold,9924
L5988,C2036,2024/02/23,Silver,507
L5989,C2096,2024/10/24,Platinum,387
L5990,C3395,2024/11/09,Silver,6068
L5991,C3353,2023/12/26,Gold,4762
L5992,C2030,2025/01/26,Gold,1019
L5993,C2473,2024/11/16,Gold,6104
L5994,C2494,2025/03/17,Platinum,5697
L5995,C1285,2024/10/15,Platinum,8081
L5996,C1458,2024/10/25,Gold,1536
L5997,C3204,2024/12/08,Silver,3743
L5998,C1506,2025/06/25,Silver,330
L5999,C1161,2024/02/26,Gold,8728
L6000,C1510,2023/10/10,Platinum,5978
L6001,C3865,2024/09/23,Silver,7985
L6002,C2820,2025/02/24,Platinum,8902
L6003,C2987,2023/11/12,Silver,2767
L6004,C1512,2023/12/24,Gold,8691
L6005,C3668,2024/07/31,Gold,4554
L6006,C1232,2024/12/27,Silver,7944
L6007,C2930,2025/05/22,Silver,3714
L6008,C2097,2023/12/12,Platinum,1023
L6009,C3875,2025/05/25,Silver,6263
L6010,C3723,2024/09/03,Silver,1732
L6011,C3299,2025/04/29,Silver,9839
L6012,C3286,2025/04/24,Platinum,2567
L6013,C2227,2023/07/24,Silver,7798
L6014,C3017,2023/08/05,Platinum,6936
L6015,C2338,2024/01/20,Platinum,3471
L6016,C3269,2024/07/07,Gold,3856
L6017,C2718,2024/11/14,Gold,5129
L6018,C3191,2024/01/07,Platinum,5145
L6019,C2107,2023/11/07,Platinum,7001
L6020,C2942,2025/07/02,Silver,6592
L6021,C1076,2025/03/02,Platinum,336
L6022,C2660,2025/02/13,Gold,7755
L6023,C1608,2024/04/17,Gold,2338
L6024,C1520,2023/09/24,Platinum,1324
L6025,C1897,2024/02/22,Silver,5211
L6026,C2360,2024/01/16,Silver,9277
L6027,C1194,2024/05/24,Silver,3097
L6028,C1001,2025/01/07,Gold,5799
L6029,C1015,2025/05/12,Gold,9884
L6030,C1460,2025/05/29,Gold,8960
L6031,C2187,2025/04/07,Silver,7032
L6032,C1210,2024/08/03,Gold,11
L6033,C3176,2023/12/13,Platinum,7591
L6034,C2465,2023/09/17,Silver,3897
L6035,C2681,2023/12/24,Gold,9282
L6036,C3275,2024/04/22,Platinum,6604
L6037,C2244,2024/01/18,Platinum,3978
L6038,C1666,2025/03/10,Silver,4887
L6039,C3315,2024/08/03,Silver,1121
L6040,C2862,2025/04/16,Platinum,3433
L6041,C2543,2024/11/22,Silver,5516
L6042,C2226,2024/03/31,Gold,703
L6043,C2213,2024/12/31,Silver,8566
L6044,C1221,2023/08/13,Gold,3892
L6045,C3400,2024/10/03,Silver,8322
L6046,C1684,2023/09/09,Silver,8711
L6047,C1761,2023/11/26,Gold,7095
L6048,C2136,2025/02/01,Gold,2577
L6049,C1322,2023/11/19,Silver,9568
L6050,C3582,2023/11/02,Platinum,5037
L6051,C2076,2024/06/21,Gold,891
L6052,C2945,2023/08/18,Platinum,9121
L6053,C2073,2025/05/21,Platinum,9741
L6054,C1010,2024/10/25,Silver,6637
L6055,C2486,2025/02/09,Platinum,1338
L6056,C2968,2023/12/09,Gold,1322
L6057,C1522,2024/10/09,Silver,4900
L6058,C1868,2023/07/13,Silver,85
L6059,C1651,2024/03/16,Platinum,3479
L6060,C1185,2024/12/30,Gold,6335
L6061,C3599,2023/10/16,Platinum,6756
L6062,C3847,2025/04/28,Silver,3841
L6063,C3078,2024/04/20,Silver,2171
L6064,C2827,2023/09/24,Gold,5632
L6065,C3198,2025/05/11,Gold,3539
L6066,C1104,2024/05/29,Platinum,8529
L6067,C3138,2024/02/20,Silver,4461
L6068,C1457,2025/04/21,Gold,1698
L6069,C1939,2024/12/15,Gold,9902
L6070,C3350,2024/04/27,Platinum,7386
L6071,C3419,2024/01/12,Silver,4220
L6072,C2483,2023/12/05,Platinum,5014
L6073,C2745,2023/09/20,Gold,3115
L6074,C3027,2024/12/27,Platinum,4019
L6075,C3165,2024/08/29,Platinum,1455
L6076,C2658,2024/04/17,Gold,4638
L6077,C3023,2024/02/16,Platinum,5018
L6078,C1666,2024/07/17,Gold,6259
L6079,C3216,2024/11/04,Gold,5390
L6080,C1340,2024/12/18,Gold,6234
L6081,C3912,2025/06/25,Silver,2522
L6082,C3725,2025/05/12,Platinum,4769
L6083,C2205,2025/05/14,Gold,5817
L6084,C3063,2025/06/30,Silver,8298
L6085,C2764,2025/01/05,Platinum,2535
L6086,C1450,2024/05/26,Gold,1803
L6087,C1776,2023/11/10,Gold,2606
L6088,C3762,2024/02/17,Gold,5047
L6089,C1608,2024/10/23,Gold,1688
L6090,C2364,2025/02/21,Platinum,4745
L6091,C1821,2024/10/23,Silver,9510
L6092,C2946,2025/01/05,Gold,8813
L6093,C3876,2024/10/13,Silver,8810
L6094,C3882,2024/01/02,Platinum,8189
L6095,C2804,2024/09/01,Silver,584
L6096,C2655,2025/01/19,Platinum,1194
L6097,C3746,2024/12/05,Platinum,4472
L6098,C1921,2025/04/07,Gold,5556
L6099,C1359,2023/12/29,Gold,9394
L6100,C3730,2024/12/18,Silver,9323
L6101,C2682,2024/04/09,Platinum,7945
L6102,C2819,2025/03/16,Platinum,2180
L6103,C3316,2025/06/29,Silver,8985
L6104,C3144,2025/02/25,Gold,4242
L6105,C1792,2024/08/30,Gold,6296
L6106,C2553,2024/07/01,Silver,7563
L6107,C2911,2025/06/25,Silver,8336
L6108,C2599,2023/07/13,Gold,351
L6109,C3593,2024/10/27,Platinum,3483
L6110,C1601,2023/10/14,Silver,3860
L6111,C2263,2023/10/10,Platinum,2316
L6112,C2729,2024/05/22,Platinum,1735
L6113,C1893,2025/02/08,Silver,2591
L6114,C2048,2024/05/14,Silver,1783
L6115,C3293,2023/11/30,Platinum,8342
L6116,C3804,2025/05/20,Silver,2329
L6117,C2192,2024/05/23,Gold,2312
L6118,C3606,2024/12/21,Gold,5526
L6119,C2567,2024/02/26,Silver,8644
L6120,C2255,2024/09/02,Silver,8675
L6121,C3279,2025/01/01,Gold,7021
L6122,C3750,2024/10/18,Gold,7988
L6123,C2222,2024/07/11,Platinum,4834
L6124,C2732,2023/12/16,Gold,9770
L6125,C2455,2024/07/26,Platinum,3440
L6126,C1250,2024/01/15,Silver,7137
L6127,C3473,2024/02/08,Platinum,5518
L6128,C3295,2024/12/28,Platinum,9182
L6129,C3966,2025/05/14,Gold,1968
L6130,C1873,2025/02/05,Platinum,1885
L6131,C1447,2024/04/14,Silver,8675
L6132,C2197,2024/01/20,Gold,9847
L6133,C3833,2023/12/21,Platinum,2810
L6134,C1807,2024/06/19,Silver,7022
L6135,C2335,2024/01/03,Gold,576
L6136,C3095,2025/01/28,Silver,6067
L6137,C2022,2025/04/14,Gold,1927
L6138,C1857,2025/04/15,Silver,1705
L6139,C2613,2023/08/18,Gold,2795
L6140,C2354,2024/07/06,Silver,7652
L6141,C1922,2025/06/29,Platinum,9366
L6142,C1805,2024/03/19,Silver,8573
L6143,C1770,2024/11/10,Gold,5284
L6144,C1390,2023/07/23,Platinum,5636
L6145,C3982,2024/07/07,Gold,2394
L6146,C1850,2024/03/06,Platinum,8176
L6147,C1203,2024/02/15,Platinum,7881
L6148,C3736,2023/08/26,Silver,3510
L6149,C1835,2024/03/15,Gold,9310
L6150,C1642,2024/07/15,Silver,4354
L6151,C3819,2024/11/16,Platinum,5089
L6152,C2837,2025/01/15,Platinum,2473
L6153,C3212,2025/01/13,Platinum,6264
L6154,C2497,2023/12/27,Silver,1852
L6155,C3663,2024/11/30,Platinum,8907
L6156,C2403,2024/01/17,Silver,6059
L6157,C2015,2024/11/16,Gold,4406
L6158,C2498,2025/05/27,Silver,5930
L6159,C2490,2025/05/09,Silver,6589
L6160,C1722,2023/09/30,Platinum,2736
L6161,C3300,2024/03/11,Silver,9607
L6162,C1867,2024/11/06,Gold,5979
L6163,C1339,2025/01/17,Gold,1584
L6164,C1041,2024/07/20,Gold,8685
L6165,C3599,2023/07/14,Platinum,8045
L6166,C1665,2024/09/13,Gold,4379
L6167,C1708,2025/05/27,Platinum,687
L6168,C2912,2024/01/05,Gold,3898
L6169,C1913,2024/05/11,Platinum,8468
L6170,C3992,2025/06/17,Platinum,9753
L6171,C1513,2024/08/09,Gold,5193
L6172,C3647,2025/04/19,Gold,2821
L6173,C1792,2024/03/05,Silver,9546
L6174,C1825,2023/08/16,Platinum,2505
L6175,C1001,2025/01/05,Silver,5418
L6176,C3990,2025/01/10,Platinum,879
L6177,C3604,2024/08/21,Platinum,4324
L6178,C1336,2024/07/29,Silver,1490
L6179,C2390,2024/03/25,Silver,6659
L6180,C3230,2025/02/21,Gold,9425
L6181,C3297,2024/07/08,Silver,1634
L6182,C2265,2023/10/06,Platinum,6103
L6183,C1485,2023/09/12,Silver,9716
L6184,C2086,2023/08/03,Platinum,2905
L6185,C1639,2025/01/08,Gold,6823
L6186,C3352,2024/08/03,Platinum,1820
L6187,C3372,2024/04/27,Platinum,6605
L6188,C1688,2024/03/30,Gold,4209
L6189,C1040,2023/09/08,Gold,9968
L6190,C1558,2024/04/21,Platinum,2772
L6191,C2677,2024/03/10,Gold,5128
L6192,C1181,2024/07/21,Platinum,9254
L6193,C1971,2025/05/24,Gold,8468
L6194,C3148,2025/03/17,Silver,7845
L6195,C1465,2023/08/08,Platinum,5107
L6196,C2661,2023/11/29,Platinum,8103
L6197,C1225,2025/06/26,Gold,2375
L6198,C2824,2024/04/23,Silver,9895
L6199,C3965,2024/11/04,Gold,5066
L6200,C3672,2025/07/02,Gold,914
L6201,C1307,2024/05/28,Silver,1120
L6202,C2778,2024/01/03,Silver,159
L6203,C2628,2025/06/05,Silver,7098
L6204,C2402,2023/10/29,Gold,8778
L6205,C3415,2024/01/28,Platinum,8594
L6206,C3094,2024/10/05,Platinum,4568
L6207,C1016,2024/08/13,Platinum,6284
L6208,C3347,2023/12/15,Platinum,4486
L6209,C1637,2023/12/08,Platinum,2768
L6210,C1304,2025/04/29,Platinum,1281
L6211,C1921,2024/04/22,Gold,1045
L6212,C1047,2024/08/29,Gold,9799
L6213,C3007,2025/01/20,Silver,8694
L6214,C3163,2024/04/22,Silver,2805
L6215,C1894,2025/04/18,Platinum,6729
L6216,C1759,2024/08/22,Platinum,4831
L6217,C2477,2024/07/08,Silver,7369
L6218,C2777,2023/10/03,Silver,282
L6219,C2616,2023/12/30,Platinum,5383
L6220,C1120,2024/12/18,Platinum,8480
L6221,C3019,2024/01/07,Silver,8513
L6222,C1233,2024/01/07,Silver,9199
L6223,C3147,2024/07/24,Platinum,3450
L6224,C3419,2023/10/18,Platinum,3180
L6225,C2202,2023/08/17,Platinum,4814
L6226,C3826,2025/02/09,Gold,3055
L6227,C3457,2024/05/19,Platinum,9448
L6228,C3535,2025/02/19,Silver,3249
L6229,C1821,2023/10/31,Gold,3261
L6230,C2577,2023/12/01,Gold,3857
L6231,C3130,2023/10/24,Gold,1428
L6232,C1159,2024/06/30,Platinum,3965
L6233,C1666,2025/02/03,Silver,5328
L6234,C2678,2024/11/14,Gold,8475
L6235,C3885,2025/05/24,Silver,6546
L6236,C3174,2025/06/17,Gold,3547
L6237,C2963,2024/12/16,Silver,7021
L6238,C2182,2023/10/06,Silver,6431
L6239,C3683,2024/09/21,Silver,2065
L6240,C3355,2024/09/29,Gold,5726
L6241,C1469,2024/10/18,Silver,5790
L6242,C2388,2024/09/14,Silver,7656
L6243,C3996,2024/11/02,Gold,5397
L6244,C3010,2023/11/19,Gold,2334
L6245,C2441,2024/04/09,Silver,5408
L6246,C2781,2023/11/04,Gold,6985
L6247,C1265,2023/10/20,Platinum,2471
L6248,C1635,2025/03/24,Silver,8857
L6249,C1415,2023/07/14,Silver,7940
L6250,C1899,2025/01/02,Silver,7015
L6251,C3036,2024/08/05,Silver,3741
L6252,C1773,2025/01/23,Platinum,1246
