pos_transaction_id,customer_id,transaction_date,store_id,product_id,quantity,price_per_unit,total_amount,city,state
21941,C2004,07-08-2024,S116,P502,3,244.44,733.32,South Timothyfort,Oregon
21942,C1879,13-02-2025,S115,P300,5,165.11,825.55,Greenmouth,Georgia
21943,C2377,07-06-2025,S107,P201,5,16.22,81.1,Blakeview,Indiana
21944,C1625,12-06-2025,S100,P302,3,289.82,869.46,Gregorytown,Virginia
21945,C1144,24-06-2025,S105,P100,2,421.57,843.14,New Veronicatown,Utah
21946,C3688,05-07-2025,S117,P100,5,76.49,382.45,East Christopherland,South Carolina
21947,C3078,25-09-2024,S111,P400,1,250.69,250.69,North Michael,Massachusetts
21948,C1202,23-09-2024,S111,P302,3,188.1,564.3,West Jeffrey,Tennessee
21949,C3883,27-07-2024,S114,P102,5,55.07,275.35,Port James,Maryland
21950,C2717,24-01-2025,S104,P400,3,88.02,264.06,East Rubenport,Idaho
21951,C2955,27-01-2025,S100,P301,2,211.83,423.66,Burtonville,Alaska
21952,C3053,06-08-2024,S101,P302,1,52.54,52.54,Taylormouth,New York
21953,C2609,13-01-2025,S108,P102,2,325.67,651.34,Victoriaton,New Mexico
21954,C3688,08-08-2024,S118,P500,2,464.26,928.52,South Karenbury,Kansas
21955,C2657,23-01-2025,S108,P401,5,300.39,1501.95,Ambermouth,Tennessee
21956,C1879,02-07-2025,S102,P201,2,250.91,501.82,Bellberg,Missouri
21957,C1027,12-01-2025,S111,P401,5,468.08,2340.4,Cookfurt,Texas
21958,C2679,01-12-2024,S111,P201,2,495.82,991.64,Lake Nicholas,Virginia
21959,C2054,12-04-2025,S106,P400,2,253.36,506.72,Joelfort,Tennessee
21960,C3529,05-01-2025,S101,P302,5,307.86,1539.3,Harrisonville,Wyoming
21961,C1724,19-04-2025,S100,P100,1,92.56,92.56,South Ronnie,Oklahoma
21962,C1115,07-02-2025,S112,P100,4,236.47,945.88,Barnesland,California
21963,C2517,10-06-2025,S115,P400,3,338.2,1014.6,Moorechester,Kansas
21964,C1397,23-11-2024,S104,P501,3,156.18,468.54,Moranstad,Utah
21965,C1382,15-07-2024,S115,P501,5,150.65,753.25,Kentview,Arizona
21966,C3585,19-01-2025,S104,P201,3,387.0,1161.0,Hillborough,Rhode Island
21967,C3700,15-08-2024,S109,P102,5,135.54,677.7,New Stanley,Minnesota
21968,C3750,27-10-2024,S102,P402,5,426.14,2130.7,West Sandrafort,Ohio
21969,C1287,02-07-2025,S120,P201,4,64.25,257.0,Griffinmouth,New Hampshire
21970,C3737,12-04-2025,S116,P402,3,382.13,1146.39,South Trevorton,Alabama
21971,C2572,14-04-2025,S107,P502,1,320.09,320.09,Alexanderchester,North Carolina
21972,C3434,27-11-2024,S109,P502,2,231.2,462.4,New Michael,New Jersey
21973,C2409,29-09-2024,S100,P101,3,326.21,978.63,Rogersville,Maryland
21974,C1864,20-08-2024,S106,P501,2,438.01,876.02,Janeview,Colorado
21975,C1908,01-12-2024,S116,P102,5,243.53,1217.65,North Joshua,Arizona
21976,C3426,15-12-2024,S117,P202,3,422.17,1266.51,Port Russellshire,Kansas
21977,C2196,03-10-2024,S119,P302,2,253.15,506.3,Olsonbury,Delaware
21978,C2252,27-07-2024,S112,P402,2,146.07,292.14,Cannonland,Maine
21979,C2969,21-03-2025,S108,P202,3,197.64,592.92,Brettland,Colorado
21980,C2021,27-06-2025,S103,P501,3,288.15,864.45,Munozton,Oregon
21981,C2525,12-01-2025,S104,P100,1,474.99,474.99,Lake Amandaberg,Delaware
21982,C3560,12-10-2024,S116,P202,1,489.55,489.55,East Matthewville,Florida
21983,C3214,21-05-2025,S117,P101,5,184.15,920.75,Cassandraburgh,Georgia
21984,C3982,13-10-2024,S117,P100,2,218.57,437.14,Kellerport,New Hampshire
21985,C3691,11-04-2025,S117,P501,4,26.22,104.88,Port Wanda,Indiana
21986,C2521,23-03-2025,S103,P200,2,126.21,252.42,Woodshaven,North Dakota
21987,C1676,20-07-2024,S105,P100,5,171.05,855.25,Port Kevin,North Dakota
21988,C2172,01-05-2025,S111,P302,3,291.93,875.79,Laraberg,Delaware
21989,C2647,12-06-2025,S117,P400,2,49.18,98.36,North Jonathan,Hawaii
21990,C3677,07-10-2024,S106,P100,1,496.97,496.97,Robertmouth,Delaware
21991,C2969,23-02-2025,S106,P201,4,36.39,145.56,Lake Jennifer,Indiana
21992,C2136,03-04-2025,S105,P102,1,153.34,153.34,Lake Christian,Colorado
21993,C2129,04-04-2025,S110,P201,3,224.73,674.19,East Derrickside,Louisiana
21994,C2808,23-07-2024,S107,P301,1,499.42,499.42,Phillipsport,Oklahoma
21995,C3858,13-12-2024,S108,P200,1,209.17,209.17,Port Meghanmouth,Wisconsin
21996,C3173,22-12-2024,S102,P501,4,190.75,763.0,South Julie,Virginia
21997,C2601,14-02-2025,S111,P302,5,46.04,230.2,North Codybury,Indiana
21998,C1594,30-09-2024,S117,P302,1,397.44,397.44,Anthonyberg,Alaska
21999,C1887,24-01-2025,S113,P401,2,47.5,95.0,Mcbrideberg,Nevada
22000,C2245,21-05-2025,S115,P100,4,435.44,1741.76,Fisherbury,Louisiana
22001,C3830,15-04-2025,S109,P200,2,307.59,615.18,Williamsmouth,Utah
22002,C3892,09-02-2025,S110,P300,1,286.48,286.48,West Jessica,Louisiana
22003,C1403,18-07-2024,S117,P101,3,398.35,1195.05,Lutzmouth,Virginia
22004,C1114,15-04-2025,S116,P101,3,429.3,1287.9,Port Hunterborough,Oregon
22005,C1055,04-07-2025,S119,P302,2,263.69,527.38,Lake Nicholaschester,Connecticut
22006,C2909,02-05-2025,S119,P300,1,392.79,392.79,Courtneyville,Montana
22007,C3421,21-09-2024,S101,P402,1,351.07,351.07,Wilsonmouth,South Carolina
22008,C3423,06-01-2025,S113,P501,5,275.55,1377.75,Davismouth,Connecticut
22009,C1926,21-05-2025,S103,P302,5,350.76,1753.8,East Joshua,Rhode Island
22010,C3717,16-03-2025,S116,P102,4,20.8,83.2,Lake Andreashire,Maine
22011,C2068,26-02-2025,S118,P402,1,173.41,173.41,New Jennifermouth,Hawaii
22012,C2312,12-06-2025,S113,P101,4,43.0,172.0,South Jessetown,Rhode Island
22013,C2761,04-09-2024,S113,P400,5,267.72,1338.6,New Christine,Alaska
22014,C3996,06-03-2025,S113,P402,5,171.63,858.15,Ronaldmouth,Florida
22015,C3280,11-11-2024,S111,P500,1,108.64,108.64,Lake Brittany,Alabama
22016,C3506,15-08-2024,S109,P202,5,189.3,946.5,Josephshire,Wisconsin
22017,C2181,14-06-2025,S102,P100,3,474.48,1423.44,Reidland,Arizona
22018,C3396,01-04-2025,S117,P300,4,261.96,1047.84,Juliebury,Arkansas
22019,C3625,12-04-2025,S102,P300,1,276.18,276.18,New Emmaport,Iowa
22020,C3191,24-10-2024,S115,P101,4,492.25,1969.0,Annview,North Carolina
22021,C3291,16-06-2025,S110,P201,5,494.26,2471.3,South Sean,North Dakota
22022,C2653,10-05-2025,S113,P102,3,311.26,933.78,North Austinland,New Jersey
22023,C3850,20-06-2025,S112,P401,4,332.84,1331.36,New Jeffrey,Hawaii
22024,C1786,22-07-2024,S103,P501,3,21.9,65.7,Aliciamouth,Washington
22025,C3811,03-12-2024,S112,P202,3,482.45,1447.35,East Jameschester,New York
22026,C3748,23-05-2025,S112,P500,5,330.5,1652.5,Lake Mathew,Louisiana
22027,C1900,26-04-2025,S120,P502,3,236.33,708.99,East Dominiquemouth,Indiana
22028,C1435,16-03-2025,S113,P501,4,20.73,82.92,Laurachester,Ohio
22029,C1597,29-03-2025,S105,P501,3,42.2,126.6,Robinland,Maine
22030,C3126,23-01-2025,S114,P302,1,95.33,95.33,Andersonborough,Virginia
22031,C3200,23-09-2024,S103,P502,2,31.68,63.36,Jaclynshire,California
22032,C1210,15-02-2025,S108,P302,4,202.31,809.24,North Mariamouth,Nebraska
22033,C1753,25-09-2024,S113,P102,4,438.46,1753.84,Port Megan,Rhode Island
22034,C3325,11-08-2024,S111,P202,2,83.8,167.6,Drakeborough,Louisiana
22035,C1022,15-02-2025,S118,P201,4,92.39,369.56,South Kathleen,Iowa
22036,C2822,12-09-2024,S104,P501,2,98.81,197.62,North Nicholeshire,Louisiana
22037,C2896,09-08-2024,S111,P400,1,221.92,221.92,West Sarahaven,Minnesota
22038,C3364,23-02-2025,S115,P302,1,188.27,188.27,South Michael,Louisiana
22039,C3728,26-01-2025,S107,P200,2,233.84,467.68,Justinville,Illinois
22040,C3822,12-04-2025,S101,P401,3,491.54,1474.62,Markport,South Carolina
22041,C3941,14-04-2025,S112,P502,5,109.84,549.2,Fisherburgh,Ohio
22042,C1503,07-05-2025,S114,P500,5,137.57,687.85,Dillonport,Massachusetts
22043,C2999,23-06-2025,S104,P101,5,347.66,1738.3,Kingburgh,Michigan
22044,C3539,07-10-2024,S102,P501,2,228.51,457.02,Romerotown,Colorado
22045,C1869,09-07-2025,S114,P500,4,454.77,1819.08,Port Robert,Kansas
22046,C2832,22-04-2025,S104,P502,1,27.5,27.5,Smithberg,Massachusetts
22047,C3280,23-11-2024,S105,P100,5,469.24,2346.2,Douglasfort,Kentucky
22048,C2999,02-04-2025,S100,P202,4,285.63,1142.52,Weissside,Illinois
22049,C1283,07-03-2025,S110,P501,4,29.12,116.48,Taylormouth,Nevada
22050,C2095,29-10-2024,S109,P202,3,346.2,1038.6,East Amanda,Nebraska
22051,C1517,13-06-2025,S119,P200,1,462.5,462.5,North Samantha,Mississippi
22052,C1879,12-12-2024,S112,P500,2,56.37,112.74,Lake Rhonda,Alaska
22053,C1145,28-07-2024,S118,P402,3,410.26,1230.78,West Joseph,Mississippi
22054,C3730,10-12-2024,S108,P202,3,413.25,1239.75,Jessicaburgh,Nevada
22055,C3109,20-06-2025,S106,P201,1,398.77,398.77,Alanmouth,Wyoming
22056,C3232,19-12-2024,S101,P102,5,428.46,2142.3,West Cameronberg,Vermont
22057,C2871,22-09-2024,S103,P201,2,24.37,48.74,West Tarastad,Iowa
22058,C1171,26-02-2025,S110,P302,5,324.67,1623.35,Karenburgh,Georgia
22059,C3250,04-07-2025,S104,P301,1,397.02,397.02,Lake Matthew,Arizona
22060,C3453,10-03-2025,S117,P402,3,345.92,1037.76,Port Meghan,Minnesota
22061,C1396,24-03-2025,S119,P402,3,499.64,1498.92,Obrienmouth,Nevada
22062,C3872,09-07-2025,S109,P401,5,280.3,1401.5,Meganmouth,Montana
22063,C1639,25-03-2025,S105,P402,4,136.55,546.2,Aaronfurt,Georgia
22064,C2040,12-01-2025,S105,P200,5,205.31,1026.55,Lake Christopherbury,Colorado
22065,C2891,29-12-2024,S102,P300,3,209.71,629.13,East Maryville,Vermont
22066,C3229,08-12-2024,S117,P401,2,199.55,399.1,East Sharon,Washington
22067,C1347,09-07-2025,S104,P300,4,223.38,893.52,Bethanyburgh,Missouri
22068,C2773,10-03-2025,S101,P301,1,50.87,50.87,Freemanmouth,Louisiana
22069,C1469,24-04-2025,S117,P100,3,354.89,1064.67,South Dylan,New Hampshire
22070,C2627,26-02-2025,S105,P100,4,35.86,143.44,East Juanbury,Idaho
22071,C2637,10-03-2025,S119,P100,5,469.51,2347.55,Parktown,Maine
22072,C3297,20-11-2024,S108,P201,2,55.26,110.52,New Adam,Illinois
22073,C2555,18-07-2024,S106,P400,1,86.67,86.67,Lake Patricia,North Carolina
22074,C3422,15-02-2025,S104,P101,1,404.59,404.59,Kristinfort,Wisconsin
22075,C2463,25-07-2024,S109,P301,2,99.19,198.38,Port Andrew,Kansas
22076,C3175,23-01-2025,S112,P102,3,400.71,1202.13,Elizabethhaven,Alaska
22077,C1505,08-07-2025,S115,P300,5,406.15,2030.75,Griffinborough,Florida
22078,C1563,31-10-2024,S115,P201,4,454.65,1818.6,Kingland,Delaware
22079,C3332,26-03-2025,S115,P200,5,432.11,2160.55,Mcdonaldbury,Missouri
22080,C2594,16-08-2024,S104,P101,1,161.26,161.26,Joanbury,Georgia
22081,C2179,19-07-2024,S111,P100,4,148.01,592.04,Port Meganland,Mississippi
22082,C3732,04-03-2025,S113,P400,5,316.07,1580.35,Rachelshire,Indiana
22083,C3567,22-03-2025,S102,P400,3,352.18,1056.54,Madisonmouth,Colorado
22084,C1101,21-03-2025,S114,P300,1,58.64,58.64,New Rachel,North Carolina
22085,C3717,28-06-2025,S112,P500,2,483.16,966.32,East Katherine,Missouri
22086,C1040,13-08-2024,S115,P302,2,414.68,829.36,Lake Regina,Nevada
22087,C3308,03-07-2025,S109,P100,5,408.08,2040.4,Whitetown,Georgia
22088,C1901,07-02-2025,S108,P201,1,426.77,426.77,Millerville,New Hampshire
22089,C3733,27-12-2024,S109,P201,4,37.81,151.24,East Christinachester,Maryland
22090,C2288,17-10-2024,S114,P500,2,417.2,834.4,Cainfort,California
22091,C1115,22-06-2025,S108,P101,3,34.29,102.87,Fernandezstad,Alabama
22092,C1667,04-03-2025,S108,P502,5,186.42,932.1,South Evelyn,Mississippi
22093,C3880,27-07-2024,S111,P101,2,322.21,644.42,South Michael,Colorado
22094,C1893,28-06-2025,S119,P401,4,459.09,1836.36,South Jenniferville,Montana
22095,C1368,05-05-2025,S104,P400,5,30.59,152.95,North William,Texas
22096,C3023,24-11-2024,S111,P101,2,128.09,256.18,East Connie,South Dakota
22097,C3447,24-09-2024,S114,P502,4,313.61,1254.44,Stevenstad,Delaware
22098,C2148,03-03-2025,S112,P301,4,184.43,737.72,Bennettton,Michigan
22099,C2807,24-10-2024,S108,P401,4,204.41,817.64,Westtown,Michigan
22100,C3877,11-10-2024,S116,P502,1,117.67,117.67,New Benjaminberg,Alabama
22101,C3975,12-02-2025,S108,P101,5,384.56,1922.8,Laurahaven,Idaho
22102,C1580,08-04-2025,S105,P100,2,157.86,315.72,Lake Raymondshire,Massachusetts
22103,C1817,26-01-2025,S104,P101,3,374.02,1122.06,Antoniomouth,Washington
22104,C1545,15-01-2025,S103,P302,3,348.68,1046.04,Lake William,Rhode Island
22105,C2163,08-07-2025,S118,P301,1,16.47,16.47,Priceshire,Michigan
22106,C1175,18-05-2025,S101,P500,3,472.73,1418.19,East Donaldland,South Carolina
22107,C3296,13-10-2024,S106,P302,1,384.55,384.55,Cherylfurt,New Hampshire
22108,C2639,03-03-2025,S118,P401,1,384.17,384.17,Stevensonburgh,Alaska
22109,C3199,24-11-2024,S107,P101,5,336.39,1681.95,Ryanberg,New Jersey
22110,C2873,09-08-2024,S118,P401,3,110.21,330.63,Paultown,Kansas
22111,C3207,04-10-2024,S106,P100,3,234.83,704.49,Roseshire,Georgia
22112,C3039,23-01-2025,S111,P300,1,276.03,276.03,Jamesmouth,Vermont
22113,C1866,22-01-2025,S110,P102,3,38.87,116.61,New Jill,Pennsylvania
22114,C2760,30-06-2025,S108,P301,1,112.65,112.65,Cindyhaven,Maryland
22115,C1717,27-05-2025,S104,P100,5,446.12,2230.6,Jamesfurt,Indiana
22116,C2316,21-03-2025,S100,P102,5,172.98,864.9,North Diana,West Virginia
22117,C3859,02-03-2025,S103,P200,2,398.12,796.24,Lake Markshire,Alaska
22118,C3515,09-06-2025,S111,P301,5,184.83,924.15,East Paulfort,Montana
22119,C3844,18-06-2025,S114,P500,3,44.35,133.05,Ruizville,Indiana
22120,C1887,08-09-2024,S112,P101,4,175.66,702.64,Hannahview,Rhode Island
22121,C3645,27-02-2025,S115,P100,5,52.27,261.35,Lake Jared,Indiana
22122,C3746,13-03-2025,S107,P100,2,278.49,556.98,Mccormickmouth,New Jersey
22123,C1818,03-01-2025,S112,P202,3,108.54,325.62,Port Maxwellmouth,New Jersey
22124,C3848,11-12-2024,S119,P101,3,487.92,1463.76,Williamsland,Nevada
22125,C1289,12-01-2025,S120,P101,5,86.47,432.35,Bryanfort,Indiana
22126,C3234,18-05-2025,S103,P401,1,162.66,162.66,Farrellberg,Oklahoma
22127,C2672,12-09-2024,S117,P100,3,449.78,1349.34,Floresborough,California
22128,C3021,03-08-2024,S107,P400,4,66.6,266.4,West Kennethport,Nebraska
22129,C1855,08-10-2024,S117,P400,2,69.84,139.68,Harmonville,Illinois
22130,C2484,14-02-2025,S110,P301,1,433.77,433.77,Port Betty,Utah
22131,C1916,23-08-2024,S102,P502,4,464.2,1856.8,Lake Jessica,Maryland
22132,C1831,16-05-2025,S102,P202,1,84.39,84.39,Sotomouth,Tennessee
22133,C3729,15-12-2024,S112,P201,2,135.02,270.04,Shermanfurt,Maine
22134,C3476,07-08-2024,S103,P402,4,72.79,291.16,East Anthonytown,New Jersey
22135,C1320,07-04-2025,S110,P202,4,486.72,1946.88,Port Kevinbury,Arkansas
22136,C2056,30-11-2024,S100,P202,3,477.64,1432.92,Clarkshire,Virginia
22137,C2193,11-03-2025,S113,P400,1,421.39,421.39,East Erikfort,Oklahoma
22138,C3943,17-10-2024,S117,P102,2,14.58,29.16,Garrettland,Rhode Island
22139,C2850,31-12-2024,S111,P302,5,147.88,739.4,West Larryshire,Washington
22140,C1252,26-03-2025,S100,P202,2,218.57,437.14,Alexishaven,Indiana
22141,C1827,11-06-2025,S106,P401,5,63.42,317.1,Sanchezbury,Minnesota
22142,C2001,08-12-2024,S113,P300,2,480.74,961.48,North Shellyhaven,Utah
22143,C2434,10-10-2024,S103,P501,1,436.8,436.8,Kellyton,Mississippi
22144,C2432,12-03-2025,S112,P500,1,229.7,229.7,Phillipton,New Hampshire
22145,C2343,09-07-2025,S108,P302,2,174.69,349.38,North Toni,California
22146,C3287,03-02-2025,S112,P502,2,258.07,516.14,Thomashaven,Wisconsin
22147,C3784,19-12-2024,S110,P100,2,446.99,893.98,West Sheila,New Hampshire
22148,C2384,14-01-2025,S100,P501,5,11.04,55.2,New Kimberlyborough,North Carolina
22149,C3442,01-02-2025,S101,P400,1,354.2,354.2,South Cathyburgh,New Jersey
22150,C3796,28-03-2025,S116,P400,5,132.56,662.8,Mcdowelltown,Rhode Island
22151,C2654,25-01-2025,S114,P301,2,199.51,399.02,Johnsport,Oregon
22152,C2656,20-03-2025,S105,P200,2,380.63,761.26,New George,Rhode Island
22153,C3364,10-08-2024,S114,P501,2,110.09,220.18,Juliemouth,Idaho
22154,C3738,05-06-2025,S102,P301,4,21.32,85.28,West Grace,Michigan
22155,C3910,20-03-2025,S111,P200,3,106.46,319.38,Donnaborough,Missouri
22156,C1931,24-09-2024,S118,P502,2,448.82,897.64,Moralesport,Delaware
22157,C3096,10-04-2025,S104,P300,4,492.97,1971.88,Bryantborough,Minnesota
22158,C2706,18-12-2024,S111,P502,1,386.54,386.54,Choimouth,Louisiana
22159,C1719,12-11-2024,S117,P501,1,154.0,154.0,North Colleen,South Carolina
22160,C1076,13-07-2024,S112,P401,3,235.55,706.65,Larryshire,New Hampshire
22161,C2381,15-02-2025,S115,P302,1,110.76,110.76,Jacobhaven,Louisiana
22162,C1635,22-10-2024,S108,P500,5,424.86,2124.3,New Alexis,Missouri
22163,C1181,23-05-2025,S112,P300,2,446.27,892.54,Freemanchester,Virginia
22164,C3424,26-05-2025,S107,P502,3,115.49,346.47,New David,Delaware
22165,C2605,23-03-2025,S104,P500,5,200.8,1004.0,South Elizabethmouth,Georgia
22166,C1942,29-10-2024,S119,P400,5,354.7,1773.5,South Patrick,Minnesota
22167,C2926,10-12-2024,S116,P102,2,296.78,593.56,Kathymouth,Oregon
22168,C2474,09-06-2025,S113,P401,3,397.26,1191.78,North Robert,Alaska
22169,C3222,28-09-2024,S113,P100,1,328.03,328.03,Alvarezside,Arkansas
22170,C2944,27-08-2024,S119,P501,3,295.42,886.26,Jonathanville,Indiana
22171,C3585,25-08-2024,S105,P501,5,65.84,329.2,New Matthewfurt,Louisiana
22172,C2165,09-09-2024,S116,P502,4,154.47,617.88,East Scott,Oklahoma
22173,C3977,13-06-2025,S111,P201,4,71.22,284.88,Lake Mary,Louisiana
22174,C3405,24-01-2025,S108,P500,1,315.63,315.63,South Sandra,Texas
22175,C2270,22-09-2024,S114,P102,2,205.64,411.28,South Jamieside,Mississippi
22176,C3221,25-06-2025,S116,P400,5,57.27,286.35,Diazberg,South Dakota
22177,C1476,09-07-2025,S108,P301,1,369.6,369.6,East Melanie,New York
22178,C1815,20-09-2024,S102,P402,1,282.73,282.73,New Robert,Massachusetts
22179,C1586,11-05-2025,S111,P501,1,241.17,241.17,Burchview,Tennessee
22180,C3114,08-11-2024,S108,P502,2,344.52,689.04,East Courtneyfort,Texas
22181,C1480,21-08-2024,S120,P302,2,476.86,953.72,Changfurt,New Jersey
22182,C3506,24-06-2025,S102,P500,3,186.93,560.79,Lake Julie,Delaware
22183,C1474,27-02-2025,S105,P202,5,287.05,1435.25,Clayberg,Wyoming
22184,C3614,08-01-2025,S109,P102,4,452.29,1809.16,West Debra,South Carolina
22185,C1938,20-06-2025,S112,P401,4,377.73,1510.92,Port Kathrynbury,New Hampshire
22186,C2922,15-01-2025,S100,P300,5,116.67,583.35,North Alexandria,Nebraska
22187,C1789,14-04-2025,S114,P301,1,357.47,357.47,Port Davidshire,Pennsylvania
22188,C2543,14-08-2024,S116,P102,2,187.76,375.52,West Jacksonmouth,Iowa
22189,C1897,30-12-2024,S111,P200,2,13.62,27.24,East Lorraine,Oregon
22190,C3527,30-08-2024,S120,P500,2,486.93,973.86,North Zacharyside,Massachusetts
22191,C3793,14-01-2025,S113,P402,3,50.65,151.95,Amandamouth,Florida
22192,C2083,02-09-2024,S101,P202,3,193.42,580.26,West Kathrynmouth,Kentucky
22193,C1711,11-10-2024,S107,P301,5,287.53,1437.65,Rebeccaland,Washington
22194,C3327,18-07-2024,S119,P302,1,397.14,397.14,West Sylviaside,Georgia
22195,C2466,25-05-2025,S105,P502,3,389.99,1169.97,Krystalton,Nevada
22196,C2976,07-09-2024,S101,P202,2,309.58,619.16,North Darren,Illinois
22197,C2161,12-03-2025,S111,P201,5,398.68,1993.4,Hernandezberg,Texas
22198,C1557,13-03-2025,S105,P501,3,422.61,1267.83,Anthonyburgh,Ohio
22199,C3056,06-02-2025,S114,P101,3,367.06,1101.18,West Erin,Nevada
22200,C3064,04-02-2025,S118,P202,1,101.05,101.05,Port Anthonyside,Iowa
22201,C2499,13-09-2024,S107,P401,2,131.75,263.5,East Matthewberg,Arizona
22202,C1598,20-08-2024,S106,P400,4,375.72,1502.88,Gregorymouth,Nevada
22203,C3492,18-02-2025,S111,P100,1,225.81,225.81,Lake Scottburgh,Iowa
22204,C3438,06-03-2025,S111,P301,4,102.57,410.28,South Robynport,Florida
22205,C2425,27-07-2024,S113,P101,4,71.87,287.48,Dunnburgh,Louisiana
22206,C1840,04-08-2024,S115,P401,5,372.13,1860.65,Angelafurt,New Jersey
22207,C1066,19-06-2025,S106,P301,1,126.02,126.02,Richardstad,Kansas
22208,C3115,01-07-2025,S113,P401,2,478.33,956.66,Joshuaport,Texas
22209,C2863,11-10-2024,S103,P100,4,316.97,1267.88,Bonniemouth,Utah
22210,C1081,23-11-2024,S110,P401,5,136.34,681.7,Baileyville,Kentucky
22211,C2665,31-01-2025,S110,P200,5,317.13,1585.65,Leslietown,Colorado
22212,C3106,16-08-2024,S120,P501,2,101.33,202.66,Devinbury,New Jersey
22213,C2892,30-08-2024,S108,P401,1,228.6,228.6,South Joshuabury,Georgia
22214,C2204,10-08-2024,S102,P400,1,130.49,130.49,Denisemouth,Ohio
22215,C3281,17-02-2025,S105,P101,5,471.73,2358.65,Pinedabury,Arkansas
22216,C2527,10-11-2024,S102,P501,1,421.8,421.8,Meghanshire,Wyoming
22217,C3750,19-07-2024,S118,P400,5,298.25,1491.25,Aprilborough,Kentucky
22218,C1083,28-01-2025,S119,P401,3,17.4,52.2,North Tracyburgh,New Jersey
22219,C3707,02-08-2024,S108,P400,4,141.0,564.0,Port Douglaston,Nevada
22220,C1294,11-03-2025,S120,P102,4,333.4,1333.6,Lake Brian,Louisiana
22221,C2179,27-12-2024,S113,P202,3,122.08,366.24,Williambury,Oklahoma
22222,C2345,24-09-2024,S120,P100,3,424.42,1273.26,West Karenshire,Wyoming
22223,C1563,08-03-2025,S114,P300,3,318.44,955.32,South Beth,Illinois
22224,C2482,26-05-2025,S117,P502,2,36.38,72.76,North Kevinshire,Wisconsin
22225,C3105,21-05-2025,S120,P100,2,463.06,926.12,Alexanderville,Connecticut
22226,C1305,24-09-2024,S113,P202,3,103.38,310.14,East Antoniomouth,California
22227,C1521,11-03-2025,S104,P501,1,182.66,182.66,North Christopher,Alabama
22228,C1224,07-03-2025,S117,P201,3,398.15,1194.45,Michaelburgh,Mississippi
22229,C2967,30-03-2025,S102,P501,1,346.79,346.79,Elliotthaven,Arkansas
22230,C2915,28-07-2024,S100,P201,4,197.74,790.96,Blackburnton,Pennsylvania
22231,C2753,18-09-2024,S101,P500,4,383.69,1534.76,Annaview,Georgia
22232,C2186,27-03-2025,S100,P302,1,358.65,358.65,South Glenntown,Idaho
22233,C1729,13-08-2024,S117,P300,1,274.79,274.79,Garrettborough,Texas
22234,C3970,08-07-2025,S108,P300,1,333.12,333.12,North Charles,Nebraska
22235,C1827,30-12-2024,S116,P101,5,19.94,99.7,Shannonmouth,Washington
22236,C2861,03-08-2024,S106,P500,3,120.31,360.93,Dalechester,New Jersey
22237,C3742,07-01-2025,S111,P201,4,63.48,253.92,Maloneborough,Michigan
22238,C1328,19-10-2024,S102,P200,3,329.02,987.06,Smithport,Hawaii
22239,C3261,13-07-2024,S103,P201,1,153.83,153.83,Hillton,Kansas
22240,C2575,24-04-2025,S111,P201,5,287.5,1437.5,Lake Patrickhaven,Montana
22241,C3605,17-04-2025,S105,P502,2,170.69,341.38,East Paulafurt,Washington
22242,C3974,12-11-2024,S120,P400,5,110.28,551.4,Rachelhaven,Connecticut
22243,C2670,24-08-2024,S100,P501,5,277.63,1388.15,South Williamview,Wisconsin
22244,C2661,16-09-2024,S116,P402,3,169.27,507.81,Port Jonathan,Wisconsin
22245,C1881,22-08-2024,S102,P301,1,480.8,480.8,Lake Kimberly,Montana
22246,C3415,17-11-2024,S113,P501,4,288.13,1152.52,Saramouth,Michigan
22247,C3589,12-12-2024,S107,P302,1,98.41,98.41,Samanthahaven,South Carolina
22248,C3655,29-01-2025,S119,P502,3,436.57,1309.71,New Troy,Ohio
22249,C3671,20-03-2025,S117,P302,2,12.43,24.86,Goodwinshire,New Jersey
22250,C3057,01-08-2024,S108,P301,4,430.21,1720.84,New Margaret,Hawaii
22251,C1690,08-07-2025,S107,P302,1,370.23,370.23,North Jose,Utah
22252,C2268,21-05-2025,S120,P101,4,66.11,264.44,Ortizhaven,California
22253,C3765,15-03-2025,S104,P401,1,330.26,330.26,Allenmouth,Maryland
22254,C1312,26-12-2024,S116,P501,1,421.37,421.37,North Joycehaven,Arizona
22255,C1275,05-12-2024,S101,P201,4,419.19,1676.76,Brandonburgh,Indiana
22256,C3210,21-03-2025,S103,P500,5,358.8,1794.0,Stevenview,South Carolina
22257,C1453,01-10-2024,S101,P201,5,36.96,184.8,Michaelshire,North Carolina
22258,C3635,17-12-2024,S108,P301,1,259.24,259.24,Lake Raymond,Illinois
22259,C1943,12-02-2025,S104,P302,3,135.08,405.24,Port Brenda,Wisconsin
22260,C3844,24-07-2024,S102,P301,4,75.6,302.4,Campbellville,Utah
22261,C1354,03-02-2025,S100,P502,3,47.17,141.51,South Maryville,New Hampshire
22262,C3781,04-07-2025,S104,P501,3,365.96,1097.88,East Erikmouth,New Hampshire
22263,C1543,18-06-2025,S102,P401,5,323.47,1617.35,Grahambury,South Carolina
22264,C2776,28-12-2024,S105,P401,3,53.37,160.11,Lake Shannonstad,North Dakota
22265,C3098,01-03-2025,S117,P100,1,271.23,271.23,Peterbury,Connecticut
22266,C2222,13-04-2025,S103,P502,4,324.65,1298.6,Angelaville,Hawaii
22267,C1678,15-12-2024,S105,P300,4,449.31,1797.24,North David,Missouri
